term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
quality work,0.5235,0.25,473,False,pragmatic_normative__normative; mit__performance,,,
appealing,0.5223,0.25,62,False,pragmatic_normative__pragmatic,,,
compassion,0.5209,0.25,56,False,pragmatic_normative__normative; mit__respect,,,
toxic,0.5198,0.25,2910,False,,,,
decisions,0.5191,0.25,1797,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative,,,
thoughtful,0.5187,0.25,165,False,mit__respect,,,
decisions and,0.518,0.25,134,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__execution,,,
respected and,0.5179,0.25,61,False,mit__respect,,,
justify,0.5176,0.25,133,False,pragmatic_normative__normative; mit__respect,,,
fraud,0.5175,0.25,107,False,,,,
social,0.5171,0.25,1158,False,open_closed__closed_system; tight_loose__loose_control; mit__collaboration,,,
appearance,0.5165,0.25,60,False,mit__diversity,,,
accountable,0.5159,0.25,147,False,pragmatic_normative__normative; mit__execution; mit__performance,,,
loyal,0.5157,0.25,207,False,,,,
communicated,0.5156,0.25,129,False,process_results__process_oriented; tight_loose__tight_control; mit__collaboration; mit__execution,,,
good reputation,0.5155,0.25,404,False,,,,
reputed,0.5153,0.25,90,False,,,,
transparency,0.5147,1.0,1173,True,,,,
doing good,0.5145,0.25,128,False,mit__respect,,,
making good,0.5143,0.25,59,False,process_results__results_oriented; open_closed__open_system; pragmatic_normative__normative; mit__innovation; mit__performance,,,
transparent,0.5139,1.0,838,True,,,,
respected the,0.5137,0.25,62,False,mit__respect,,,
culture,0.5134,0.25,46353,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__respect,,,
positive attitude,0.5131,0.25,50,False,pragmatic_normative__normative; mit__respect,,,
satisfaction,0.513,0.25,483,False,process_results__results_oriented; pragmatic_normative__normative; mit__customer_orientation; mit__execution; mit__performance; mit__respect,,,
the culture,0.512,0.25,2227,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__respect,,,
self,0.512,0.25,1493,False,tight_loose__loose_control,,,
work ethics,0.5119,0.25,277,False,pragmatic_normative__normative,,,
good social,0.5114,0.25,77,False,,,,
peace,0.5113,0.25,90,False,mit__respect,,,
worthy,0.5104,0.25,89,False,mit__respect,,,
interpersonal,0.5097,0.25,69,False,,,,
plain,0.5094,0.25,56,False,,,,
influence,0.5092,0.25,210,False,open_closed__open_system; open_closed__closed_system; tight_loose__loose_control; pragmatic_normative__normative,,,
ethic and,0.5088,0.25,90,False,pragmatic_normative__normative,,,
secured,0.5086,0.25,52,False,,,,
experiences,0.5084,0.25,580,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__innovation,,,
attitudes,0.5082,0.25,117,False,pragmatic_normative__normative; mit__respect,,,
behavior,0.5082,0.25,374,False,tight_loose__tight_control; pragmatic_normative__normative,,,
cultural,0.5081,0.25,466,False,open_closed__open_system; open_closed__closed_system; mit__diversity,,,
the reputation,0.508,0.25,64,False,,,,
decision,0.5079,0.25,1801,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system,,,
accepting,0.5075,0.25,122,False,,,,
valuable experience,0.5072,0.25,110,False,open_closed__open_system; mit__respect,,,
and ethics,0.5052,0.25,77,False,pragmatic_normative__normative,,,
clear,0.5051,0.25,2178,False,,,,
and honest,0.505,0.25,52,False,,,,
willingness,0.5045,0.25,159,False,open_closed__open_system; pragmatic_normative__normative,,,
exposed,0.5045,0.25,196,False,open_closed__closed_system,,,
strong reputation,0.5043,0.25,87,False,mit__performance,,,
deserve,0.5041,0.25,170,False,mit__respect,,,
dirty,0.5035,0.25,135,False,,,,
engaging,0.5026,0.25,474,False,open_closed__open_system,,,
money good,0.5023,0.25,124,False,,,,
attractive,0.5019,0.25,312,False,,,,
having good,0.5019,0.25,51,False,,,,
accountability for,0.5018,0.25,66,False,process_results__results_oriented; pragmatic_normative__normative; mit__execution; mit__performance; mit__respect,,,
pure,0.5012,0.25,131,False,,,,
compliance,0.5012,0.25,1102,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__normative,,,
intelligent,0.5012,0.25,1536,False,,,,
security and,0.5012,0.25,187,False,process_results__process_oriented,,,
unqualified,0.501,0.25,105,False,mit__diversity; mit__performance,,,
valued,0.5009,0.25,836,False,pragmatic_normative__normative; mit__respect,,,
behaviour,0.5006,0.25,171,False,process_results__process_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative,,,
reputation the,0.5005,0.25,199,False,,,,
fake,0.4998,0.25,290,False,,,,
the rules,0.4997,0.25,63,False,process_results__process_oriented; open_closed__closed_system; tight_loose__tight_control,,,
money,0.4996,0.25,4456,False,,,,
attitude towards,0.499,0.25,52,False,pragmatic_normative__normative; mit__respect,,,
ethical company,0.4983,0.25,119,False,,,,
letting,0.4981,0.25,118,False,mit__respect,,,
job,0.498,0.25,20885,False,process_results__results_oriented; job_employee__job_oriented; mit__execution,,,
intelligence,0.4979,0.25,152,False,pragmatic_normative__normative,,,
dealt with,0.4971,0.25,60,False,open_closed__closed_system; mit__respect,,,
cooperation,0.497,0.25,95,False,open_closed__open_system; tight_loose__loose_control; mit__collaboration,,,
caring and,0.4969,0.25,68,False,pragmatic_normative__normative; mit__respect,,,
fidelity for,0.4969,0.25,58,False,,,,
secretive,0.4968,0.25,57,False,,,,
transparency from,0.4967,0.25,71,False,,,,
responsible,0.4967,0.25,300,False,tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__respect,,,
empathetic,0.4964,0.25,59,False,,,,
society,0.4962,0.25,61,False,open_closed__closed_system; tight_loose__loose_control; mit__respect,,,
culturally,0.4957,0.25,93,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__respect,,,
understanding,0.4953,0.25,1119,False,open_closed__open_system; open_closed__closed_system; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__respect,,,
for fidelity,0.4949,0.25,125,False,,,,
reputation good,0.4949,0.25,77,False,,,,
the decisions,0.4948,0.25,59,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative,,,
good communication,0.4947,0.25,151,False,,,,
keeping,0.4946,0.25,424,False,open_closed__closed_system; mit__respect,,,
good culture,0.4942,0.25,5001,False,,,,
enjoyable,0.4941,0.25,504,False,mit__respect,,,
culture and,0.4935,0.25,6106,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__respect,,,
meaningful,0.4933,0.25,519,False,pragmatic_normative__normative; mit__respect,,,
quality life,0.4932,0.25,94,False,pragmatic_normative__normative; mit__respect,,,
comfort,0.4927,0.25,177,False,mit__respect,,,
appropriately,0.4925,0.25,72,False,,,,
supportive and,0.4922,0.25,596,False,mit__respect,,,
caring,0.4921,0.25,583,False,mit__respect,,,
appreciation,0.4918,0.25,539,False,mit__respect,,,
experiences and,0.4916,0.25,58,False,open_closed__open_system; mit__innovation,,,
consideration,0.4916,0.25,230,False,process_results__process_oriented; pragmatic_normative__normative; mit__respect,,,
giving,0.4915,0.25,665,False,,,,
contributing,0.4914,0.25,100,False,,,,
dealing with,0.4911,0.25,383,False,open_closed__closed_system; pragmatic_normative__normative; mit__execution; mit__respect,,,
experience and,0.4901,0.25,1147,False,open_closed__open_system; mit__diversity; mit__innovation,,,
taste,0.4899,0.25,50,False,,,,
corporate trust,0.4899,0.25,52,False,professional_parochial__parochial,,,
logic,0.4896,0.25,58,False,tight_loose__tight_control; pragmatic_normative__normative,,,
selfish,0.4894,0.25,99,False,,,,
with respect,0.4892,0.25,252,False,mit__respect,,,
reputation for,0.4891,0.25,59,False,,,,
happiness,0.489,0.25,94,False,mit__respect,,,
strict,0.4888,0.25,977,False,open_closed__closed_system; tight_loose__tight_control,,,
character,0.4888,0.25,60,False,mit__respect,,,
agreement,0.4888,0.25,57,False,pragmatic_normative__normative; mit__collaboration,,,
relationship,0.4886,0.25,1007,False,,,,
sharing,0.4883,0.25,1307,False,mit__collaboration,,,
insecurity,0.4882,0.25,74,False,,,,
effectively,0.4872,0.25,247,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility; mit__execution,,,
reputable,0.4872,0.25,385,False,,,,
quality people,0.4872,0.25,199,False,mit__respect,,,
well respected,0.4872,0.25,216,False,mit__respect,,,
honestly,0.4869,0.25,565,False,,,,
valuable,0.4866,0.25,551,False,mit__respect,,,
checks,0.4854,0.25,119,False,,,,
