term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
bureaucracy,0.5925,0.5,2306,False,process_results__process_oriented; tight_loose__tight_control; mit__execution,,,
managing people,0.5918,0.5,51,False,job_employee__employee_oriented; tight_loose__tight_control,,,
your management,0.5916,0.5,57,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; mit__execution,,,
leadership,0.5915,0.5,6819,False,process_results__results_oriented; tight_loose__tight_control; mit__collaboration; mit__execution; mit__performance,,,
flexibility,0.5913,0.5,5225,False,pragmatic_normative__pragmatic; mit__agility,,,
bureaucracy and,0.5912,0.5,326,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__execution,,,
management,0.5898,0.5,38993,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; mit__execution; mit__performance,,,
manageable,0.5887,0.5,313,False,tight_loose__tight_control; pragmatic_normative__pragmatic,,,
organization,0.5874,0.5,4767,False,tight_loose__tight_control; mit__collaboration,,,
how manage,0.5865,0.5,107,False,tight_loose__tight_control,,,
coordination,0.5859,0.5,113,False,process_results__process_oriented; tight_loose__tight_control; mit__collaboration,,,
empowering,0.5858,0.5,85,False,open_closed__open_system,,,
manage the,0.5855,0.5,74,False,tight_loose__tight_control,,,
some flexibility,0.5855,0.5,57,False,pragmatic_normative__pragmatic; mit__agility,,,
the flexibility,0.5848,0.5,147,False,pragmatic_normative__pragmatic; mit__agility,,,
organization and,0.5835,0.5,224,False,process_results__process_oriented; tight_loose__tight_control; mit__collaboration,,,
responsibility and,0.5832,0.5,175,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__execution; mit__integrity; mit__respect,,,
independent agent,0.5831,0.5,79,False,,,,
manage,0.5815,0.5,1358,False,tight_loose__tight_control,,,
the management,0.5799,0.5,1258,False,tight_loose__tight_control,,,
company flexible,0.5796,0.5,53,False,pragmatic_normative__pragmatic,,,
flexibility with,0.579,0.5,199,False,pragmatic_normative__pragmatic; mit__agility,,,
organizations,0.5774,0.5,368,False,professional_parochial__parochial; tight_loose__tight_control; mit__collaboration,,,
independence,0.5772,0.5,231,False,mit__diversity,,,
wealth,0.5766,0.5,1815,False,pragmatic_normative__normative,,,
determined,0.5765,0.5,141,False,process_results__results_oriented; open_closed__closed_system; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__agility,,,
with management,0.5759,0.5,412,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; mit__execution,,,
strong management,0.5758,0.5,79,False,tight_loose__tight_control; mit__performance,,,
difficult manage,0.5745,0.5,80,False,,,,
limited flexibility,0.5745,0.5,90,False,pragmatic_normative__pragmatic; mit__agility,,,
flexible good,0.5743,0.5,176,False,pragmatic_normative__pragmatic; mit__agility,,,
capability,0.574,0.5,96,False,process_results__results_oriented; mit__agility; mit__performance,,,
straightforward,0.574,0.5,85,False,process_results__process_oriented; open_closed__closed_system; pragmatic_normative__pragmatic; mit__agility,,,
leadership and,0.5711,0.5,510,False,process_results__results_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__collaboration; mit__execution; mit__performance,,,
cooperation,0.5711,0.5,95,False,open_closed__open_system; mit__collaboration; mit__integrity,,,
flexible with,0.571,0.5,340,False,pragmatic_normative__pragmatic; mit__agility,,,
manages,0.5704,0.5,77,False,tight_loose__tight_control,,,
decisions and,0.5703,0.5,134,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system; tight_loose__tight_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__execution; mit__integrity,,,
voluntary,0.5701,0.5,87,False,,,,
management flexible,0.57,0.5,65,False,,,,
ownership,0.5695,1.0,541,True,,,,
the business,0.5684,0.5,2048,False,open_closed__closed_system; pragmatic_normative__normative; mit__customer_orientation,,,
some management,0.5678,0.5,109,False,tight_loose__tight_control,,,
operate,0.5667,0.5,188,False,process_results__process_oriented; process_results__results_oriented; job_employee__job_oriented; tight_loose__tight_control; mit__execution,,,
functioning,0.5663,0.5,54,False,process_results__results_oriented; pragmatic_normative__normative; mit__execution,,,
organisational,0.5656,0.5,104,False,tight_loose__tight_control,,,
the leadership,0.5655,0.5,267,False,tight_loose__tight_control; mit__performance,,,
enterprise,0.5653,0.5,201,False,mit__customer_orientation,,,
control,0.5609,0.5,859,False,tight_loose__tight_control; pragmatic_normative__normative,,,
the organisation,0.5608,0.5,368,False,professional_parochial__parochial; tight_loose__tight_control,,,
the industry,0.5595,0.5,3207,False,professional_parochial__professional; open_closed__closed_system; pragmatic_normative__pragmatic; mit__customer_orientation; mit__innovation,,,
own business,0.5588,0.5,193,False,,,,
company,0.5587,0.5,71496,False,professional_parochial__parochial; mit__customer_orientation,,,
bureaucratic and,0.5574,0.5,278,False,process_results__process_oriented; tight_loose__tight_control,,,
self development,0.5568,0.5,132,False,,,,
unwilling,0.5568,0.5,111,False,,,,
team flexible,0.5566,0.5,52,False,mit__collaboration,,,
flexibility working,0.5565,0.5,104,False,pragmatic_normative__pragmatic,,,
attitude and,0.5562,0.5,62,False,pragmatic_normative__normative; mit__integrity; mit__respect,,,
the bureaucracy,0.556,0.5,88,False,process_results__process_oriented; tight_loose__tight_control,,,
own,0.5557,0.5,4265,False,,,,
organisations,0.555,0.5,122,False,,,,
manage your,0.5547,0.5,115,False,,,,
bureaucratic,0.5545,0.5,2006,False,process_results__process_oriented; professional_parochial__professional; tight_loose__tight_control,,,
demoralizing,0.5542,0.5,73,False,,,,
responsibility,0.5542,0.5,1394,False,process_results__results_oriented; pragmatic_normative__normative; mit__execution; mit__integrity; mit__respect,,,
controlling,0.5538,0.5,68,False,tight_loose__tight_control,,,
organization with,0.5533,0.5,267,False,tight_loose__tight_control; mit__collaboration,,,
role and,0.5532,0.5,318,False,,,,
employment,0.5529,0.5,916,False,job_employee__job_oriented; job_employee__employee_oriented; mit__execution,,,
the role,0.5522,0.5,767,False,,,,
management that,0.5518,0.5,268,False,tight_loose__tight_control,,,
efficient,0.5517,0.5,611,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility; mit__performance,,,
the wealth,0.5514,0.5,124,False,,,,
influence,0.5508,0.5,210,False,open_closed__open_system; open_closed__closed_system; pragmatic_normative__normative; mit__integrity,,,
executives,0.5505,0.5,419,False,professional_parochial__professional; tight_loose__tight_control; mit__performance,,,
management they,0.5497,0.25,196,False,tight_loose__tight_control,,,
with leadership,0.5493,0.25,53,False,process_results__results_oriented; mit__execution,,,
achieve,0.5492,0.25,494,False,process_results__results_oriented; open_closed__open_system; pragmatic_normative__pragmatic; mit__agility; mit__execution; mit__innovation; mit__performance,,,
initiative,0.5489,0.25,353,False,,,,
strong leadership,0.5486,0.25,197,False,mit__performance,,,
leaders,0.5478,0.25,2050,False,mit__performance,,,
organization but,0.5477,0.25,59,False,mit__collaboration,,,
robotic,0.5474,0.25,73,False,,,,
business owners,0.5471,0.25,127,False,professional_parochial__parochial; mit__customer_orientation,,,
ownership and,0.547,0.25,60,False,,,,
driven,0.5469,0.25,2218,False,pragmatic_normative__pragmatic,,,
flexible work,0.5469,0.25,1781,False,pragmatic_normative__pragmatic,,,
little flexibility,0.5451,0.25,93,False,mit__agility,,,
responsibilities and,0.5448,0.25,105,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__execution; mit__performance; mit__respect,,,
ethics,0.5447,0.25,778,False,pragmatic_normative__normative; mit__integrity; mit__respect,,,
competence,0.5446,0.25,107,False,professional_parochial__professional; open_closed__open_system; pragmatic_normative__normative; mit__performance,,,
motivated and,0.5442,0.25,179,False,,,,
marketing,0.5439,0.25,851,False,process_results__results_oriented; open_closed__open_system; open_closed__closed_system; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__customer_orientation; mit__innovation,,,
leadership with,0.5437,0.25,50,False,tight_loose__tight_control; mit__collaboration; mit__execution; mit__performance,,,
organised,0.5434,0.25,224,False,tight_loose__tight_control,,,
discretionary,0.5432,0.25,72,False,,,,
managerial,0.5426,0.25,257,False,tight_loose__tight_control,,,
ego,0.5425,0.25,143,False,,,,
manage and,0.5424,0.25,65,False,tight_loose__tight_control,,,
well organised,0.5423,0.25,74,False,,,,
the roles,0.5421,0.25,103,False,,,,
self employed,0.5415,0.25,56,False,,,,
industry,0.5415,0.25,8885,False,professional_parochial__professional; professional_parochial__parochial; pragmatic_normative__pragmatic; mit__customer_orientation,,,
leadership the,0.5414,0.25,156,False,,,,
development,0.5408,0.25,6486,False,process_results__process_oriented; process_results__results_oriented; mit__innovation,,,
management but,0.5403,0.25,123,False,,,,
your managers,0.5403,0.25,105,False,tight_loose__tight_control,,,
design,0.5402,0.25,306,False,process_results__process_oriented; open_closed__open_system; open_closed__closed_system; tight_loose__tight_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__diversity; mit__innovation,,,
decisions,0.5401,0.25,1797,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system; tight_loose__tight_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__integrity,,,
competent and,0.54,0.25,82,False,professional_parochial__professional; mit__performance,,,
organisation and,0.5394,0.25,72,False,tight_loose__tight_control,,,
advancing,0.5388,0.25,147,False,process_results__results_oriented; mit__agility; mit__execution,,,
leadership that,0.5384,0.25,73,False,tight_loose__tight_control; mit__performance,,,
involved with,0.5383,0.25,130,False,open_closed__closed_system; mit__collaboration,,,
business and,0.5381,0.25,524,False,pragmatic_normative__pragmatic; mit__customer_orientation,,,
management with,0.5378,0.25,190,False,tight_loose__tight_control,,,
with flexibility,0.5378,0.25,60,False,pragmatic_normative__pragmatic; mit__agility,,,
this organisation,0.5378,0.25,76,False,,,,
profession,0.5378,0.25,61,False,job_employee__employee_oriented; professional_parochial__professional,,,
with flexible,0.5374,0.25,110,False,pragmatic_normative__pragmatic; mit__agility,,,
being made,0.5373,0.25,82,False,open_closed__closed_system; mit__innovation,,,
complex,0.5373,0.25,926,False,open_closed__closed_system; pragmatic_normative__normative,,,
administration,0.5369,0.25,162,False,tight_loose__tight_control,,,
from leadership,0.5368,0.25,107,False,process_results__results_oriented; mit__execution; mit__performance,,,
firm,0.5367,0.25,10052,False,,,,
ease,0.5364,0.25,84,False,mit__agility,,,
ethics and,0.5358,0.25,151,False,pragmatic_normative__normative; mit__integrity; mit__respect,,,
institutional,0.5357,0.25,295,False,tight_loose__tight_control,,,
movement and,0.5356,0.25,58,False,mit__agility,,,
enables,0.5356,0.25,57,False,,,,
this industry,0.5355,0.25,139,False,professional_parochial__professional; professional_parochial__parochial; pragmatic_normative__pragmatic; mit__customer_orientation,,,
lifestyle,0.5355,0.25,235,False,open_closed__closed_system,,,
technology,0.5354,0.25,8325,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__innovation,,,
work flexible,0.5352,0.25,93,False,pragmatic_normative__pragmatic,,,
corporate,0.5352,0.25,5205,False,professional_parochial__parochial,,,
financially,0.5348,0.25,232,False,pragmatic_normative__pragmatic,,,
role,0.5347,0.25,5475,False,,,,
ambitious,0.5345,0.25,601,False,,,,
stable,0.5344,0.25,2446,False,mit__agility,,,
strong corporate,0.5344,0.25,63,False,professional_parochial__parochial,,,
efficiency and,0.5342,0.25,63,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__performance,,,
the decisions,0.5342,0.25,59,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__integrity,,,
own work,0.5341,0.25,79,False,,,,
strategy and,0.5339,0.25,143,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__innovation,,,
powerful,0.5338,0.25,80,False,mit__agility,,,
much flexibility,0.5332,0.25,69,False,pragmatic_normative__pragmatic; mit__agility,,,
forced,0.5332,0.25,705,False,,,,
trust and,0.5329,0.25,60,False,pragmatic_normative__normative; mit__integrity; mit__respect,,,
flexibility for,0.5327,0.25,159,False,pragmatic_normative__pragmatic,,,
social,0.5327,0.25,1158,False,open_closed__closed_system; mit__collaboration; mit__integrity,,,
organization you,0.5327,0.25,74,False,tight_loose__tight_control; mit__collaboration,,,
responsible,0.5326,0.25,300,False,pragmatic_normative__normative; mit__execution; mit__integrity; mit__respect,,,
the workplace,0.5324,0.25,260,False,job_employee__job_oriented; job_employee__employee_oriented; open_closed__closed_system; mit__collaboration,,,
society,0.5323,0.25,61,False,open_closed__closed_system; mit__integrity; mit__respect,,,
roles and,0.5322,0.25,277,False,,,,
job and,0.532,0.25,780,False,process_results__results_oriented; job_employee__job_oriented; job_employee__employee_oriented; mit__execution,,,
behaviour,0.532,0.25,171,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__integrity,,,
efficiently,0.5318,0.25,155,False,pragmatic_normative__pragmatic; mit__agility; mit__performance,,,
governance,0.5317,0.25,156,False,tight_loose__tight_control; pragmatic_normative__normative,,,
freedom work,0.5315,0.25,83,False,,,,
inspire,0.5314,0.25,52,False,open_closed__open_system; mit__innovation,,,
hardworking,0.5313,0.25,460,False,process_results__results_oriented; job_employee__job_oriented; open_closed__closed_system; pragmatic_normative__pragmatic,,,
from management,0.5311,0.25,724,False,process_results__process_oriented; process_results__results_oriented,,,
entrepreneurial spirit,0.531,0.25,63,False,,,,
attitude,0.5308,0.25,724,False,pragmatic_normative__normative; mit__integrity; mit__respect,,,
and manage,0.5308,0.25,61,False,,,,
based work,0.5307,0.25,55,False,process_results__results_oriented; job_employee__job_oriented; job_employee__employee_oriented; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__performance,,,
with opportunities,0.5305,0.25,161,False,process_results__results_oriented; open_closed__open_system; pragmatic_normative__pragmatic; mit__diversity,,,
progressive,0.53,0.25,348,False,open_closed__closed_system,,,
this business,0.5299,0.25,61,False,mit__customer_orientation,,,
friendly management,0.5299,0.25,132,False,,,,
