term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
operate,0.5612,0.5,188,False,process_results__process_oriented; process_results__results_oriented; job_employee__job_oriented; tight_loose__loose_control; mit__execution,,,
management the,0.5612,0.5,513,False,,,,
structure and,0.561,0.5,365,False,,,,
management you,0.5602,0.5,219,False,,,,
managing people,0.56,0.5,51,False,job_employee__employee_oriented; tight_loose__loose_control,,,
hierarchal,0.5597,0.5,54,False,,,,
strong management,0.5587,0.5,79,False,tight_loose__loose_control; mit__performance,,,
the leadership,0.5587,0.5,267,False,tight_loose__loose_control; mit__performance,,,
executives,0.5583,0.5,419,False,professional_parochial__professional; tight_loose__loose_control; mit__performance,,,
ensuring,0.5582,0.5,97,False,process_results__process_oriented; pragmatic_normative__normative; mit__execution; mit__respect,,,
responsibility and,0.5558,0.5,175,False,process_results__process_oriented; process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__integrity; mit__respect,,,
organizations,0.5556,0.5,368,False,professional_parochial__parochial; tight_loose__loose_control; mit__collaboration,,,
the policy,0.5554,0.5,66,False,,,,
systems and,0.5548,0.5,461,False,process_results__process_oriented,,,
operational,0.5547,0.5,413,False,process_results__process_oriented; process_results__results_oriented; mit__execution,,,
duties,0.554,0.5,273,False,mit__execution,,,
behavior,0.5532,0.5,374,False,pragmatic_normative__normative; mit__integrity,,,
the bureaucracy,0.5531,0.5,88,False,process_results__process_oriented; tight_loose__loose_control,,,
responsibilities and,0.553,0.5,105,False,process_results__process_oriented; process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__performance; mit__respect,,,
mandated,0.5515,0.5,57,False,,,,
implement,0.5513,0.5,357,False,process_results__process_oriented,,,
the decisions,0.5512,0.5,59,False,process_results__process_oriented; process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__normative; mit__integrity,,,
hierarchies,0.5512,0.5,59,False,,,,
action,0.5506,0.5,366,False,process_results__process_oriented; process_results__results_oriented; mit__execution,,,
rigorous,0.55,0.5,114,False,pragmatic_normative__pragmatic,,,
systems,0.549,0.25,3208,False,process_results__process_oriented,,,
and hierarchical,0.5489,0.25,76,False,,,,
operations,0.5486,0.25,2883,False,process_results__process_oriented; mit__execution,,,
behaviors,0.5483,0.25,52,False,pragmatic_normative__normative,,,
workplace and,0.548,0.25,98,False,job_employee__job_oriented; job_employee__employee_oriented; mit__collaboration,,,
organizational structure,0.5479,0.25,134,False,,,,
organization for,0.5477,0.25,67,False,,,,
manage people,0.5476,0.25,70,False,job_employee__employee_oriented; tight_loose__loose_control,,,
operations and,0.5471,0.25,103,False,process_results__process_oriented; mit__execution,,,
management generally,0.5467,0.25,54,False,,,,
planning and,0.5461,0.25,120,False,process_results__process_oriented; process_results__results_oriented; mit__execution,,,
upper management,0.5461,0.25,1796,False,mit__performance,,,
institutional,0.5459,0.25,295,False,tight_loose__loose_control,,,
unorganized,0.5458,0.25,281,False,,,,
technology,0.5452,0.25,8325,False,process_results__process_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__innovation,,,
accountability,0.5449,0.25,504,False,process_results__results_oriented; pragmatic_normative__normative; mit__execution; mit__integrity; mit__performance; mit__respect,,,
well organized,0.5447,0.25,202,False,,,,
processing,0.5444,0.25,379,False,process_results__process_oriented; process_results__results_oriented; job_employee__job_oriented; mit__execution,,,
rule,0.5444,0.25,178,False,,,,
style,0.5442,0.25,806,False,open_closed__closed_system,,,
follows,0.5439,0.25,97,False,process_results__process_oriented; mit__execution,,,
leadership that,0.5437,0.25,73,False,tight_loose__loose_control; mit__performance,,,
level management,0.5434,0.25,467,False,,,,
institutions,0.5425,0.25,263,False,,,,
executive,0.5423,0.25,1030,False,,,,
communicated,0.5418,0.25,129,False,process_results__process_oriented; mit__collaboration; mit__execution; mit__integrity,,,
management work,0.5418,0.25,342,False,job_employee__job_oriented; job_employee__employee_oriented,,,
the organisation,0.5415,0.25,368,False,professional_parochial__parochial; tight_loose__loose_control,,,
good management,0.5412,0.25,1297,False,mit__performance,,,
tasks and,0.5412,0.25,158,False,process_results__process_oriented; process_results__results_oriented; job_employee__job_oriented; mit__execution,,,
managers and,0.5406,0.25,909,False,,,,
mandates,0.5406,0.25,60,False,,,,
consistent,0.5405,0.25,610,False,,,,
the following,0.5403,0.25,72,False,process_results__process_oriented,,,
friendly policies,0.5402,0.25,152,False,,,,
handled,0.5399,0.25,161,False,mit__execution; mit__respect,,,
management just,0.5397,0.25,71,False,,,,
for management,0.5386,0.25,157,False,process_results__results_oriented; mit__execution,,,
tasks,0.5385,0.25,1982,False,process_results__process_oriented; process_results__results_oriented; job_employee__job_oriented; mit__execution,,,
management which,0.5384,0.25,92,False,,,,
hierarchy good,0.5383,0.25,71,False,,,,
high standards,0.538,0.25,123,False,mit__performance,,,
structure the,0.538,0.25,122,False,,,,
advanced,0.5379,0.25,372,False,process_results__process_oriented; pragmatic_normative__pragmatic; mit__agility; mit__innovation; mit__performance,,,
management style,0.5376,0.25,267,False,,,,
highly bureaucratic,0.5373,0.25,65,False,,,,
policy for,0.5373,0.25,53,False,,,,
standards for,0.5368,0.25,64,False,pragmatic_normative__normative; mit__performance,,,
logic,0.5357,0.25,58,False,pragmatic_normative__normative; mit__integrity,,,
the systems,0.5355,0.25,177,False,process_results__process_oriented,,,
the tasks,0.5352,0.25,93,False,process_results__process_oriented; process_results__results_oriented; job_employee__job_oriented; mit__execution,,,
hierarchical structure,0.5349,0.25,108,False,,,,
management level,0.5348,0.25,188,False,,,,
your managers,0.5346,0.25,105,False,tight_loose__loose_control,,,
manageable,0.5342,0.25,313,False,tight_loose__loose_control; pragmatic_normative__pragmatic,,,
management excellent,0.5342,0.25,54,False,mit__performance,,,
involves,0.5339,0.25,98,False,process_results__process_oriented,,,
boundaries,0.5337,0.25,116,False,mit__diversity,,,
knowledge and,0.5336,0.25,395,False,process_results__process_oriented; open_closed__open_system; pragmatic_normative__normative; mit__innovation,,,
