term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
culture but,0.5381,0.25,402,False,mit__diversity,,,
respectful,0.538,0.25,495,False,pragmatic_normative__normative; mit__diversity; mit__integrity; mit__respect,,,
stuck with,0.5379,0.25,135,False,,,,
influence,0.5376,0.25,210,False,open_closed__open_system; tight_loose__loose_control; pragmatic_normative__normative; mit__integrity,,,
decision,0.5374,0.25,1801,False,process_results__process_oriented; process_results__results_oriented; mit__integrity,,,
politics,0.537,1.0,7510,True,,,,
challenging for,0.5358,0.25,78,False,,,,
working with,0.5353,0.25,1731,False,process_results__process_oriented; job_employee__job_oriented; mit__collaboration; mit__execution,,,
decisions and,0.5353,0.25,134,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__execution; mit__integrity,,,
straightforward,0.5352,0.25,85,False,process_results__process_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__agility,,,
wall,0.5349,0.25,502,False,,,,
dealing,0.5348,0.25,410,False,pragmatic_normative__normative; mit__execution; mit__respect,,,
emerging,0.5348,0.25,85,False,open_closed__open_system; mit__innovation,,,
dealt with,0.5347,0.25,60,False,mit__integrity; mit__respect,,,
becoming,0.5345,0.25,454,False,,,,
living the,0.5338,0.25,53,False,mit__respect,,,
from colleagues,0.5338,0.25,68,False,,,,
increasingly,0.5337,0.25,191,False,open_closed__open_system; pragmatic_normative__pragmatic; mit__innovation,,,
difficult change,0.5336,0.25,50,False,,,,
discussion,0.5336,0.25,129,False,,,,
hardworking,0.5336,0.25,460,False,process_results__results_oriented; job_employee__job_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic,,,
competitive the,0.5335,0.25,123,False,,,,
together,0.5334,0.25,664,False,mit__collaboration,,,
culture one,0.5334,0.25,83,False,mit__diversity,,,
question,0.5329,0.25,333,False,,,,
the politics,0.5328,0.25,159,False,,,,
culture here,0.5326,0.25,106,False,,,,
isolated,0.5323,0.25,127,False,mit__diversity,,,
marketing,0.5322,0.25,851,False,process_results__results_oriented; open_closed__open_system; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__customer_orientation; mit__innovation,,,
culture bit,0.531,0.25,62,False,mit__diversity,,,
the marketing,0.5308,0.25,60,False,pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__customer_orientation; mit__innovation,,,
apart from,0.5308,0.25,266,False,pragmatic_normative__pragmatic; mit__diversity,,,
internal,0.5304,0.25,5568,False,,,,
conflict,0.5303,0.25,107,False,mit__collaboration; mit__diversity,,,
against,0.5301,0.25,739,False,,,,
unknown,0.5295,0.25,61,False,,,,
strict and,0.5294,0.25,56,False,tight_loose__tight_control,,,
politics the,0.5286,0.25,166,False,,,,
unclear,0.5285,0.25,510,False,mit__diversity,,,
complicated and,0.5284,0.25,50,False,pragmatic_normative__pragmatic,,,
involved,0.5283,0.25,1000,False,mit__collaboration,,,
political,0.5282,0.25,3070,False,,,,
culture hard,0.5281,0.25,98,False,,,,
understanding the,0.5278,0.25,172,False,pragmatic_normative__normative,,,
reality,0.5277,0.25,460,False,pragmatic_normative__pragmatic,,,
ties,0.5276,0.25,54,False,,,,
there culture,0.5276,0.25,81,False,mit__diversity,,,
lifestyle,0.5275,0.25,235,False,tight_loose__loose_control,,,
culture changing,0.5275,0.25,54,False,mit__diversity,,,
difficulty,0.5273,0.25,183,False,mit__agility,,,
some politics,0.5272,0.25,79,False,,,,
away with,0.527,0.25,170,False,,,,
welcoming,0.5268,0.25,761,False,open_closed__open_system; mit__diversity; mit__respect,,,
living,0.5268,0.25,627,False,mit__respect,,,
culture all,0.5266,0.25,80,False,mit__diversity,,,
peer,0.5266,0.25,365,False,mit__collaboration,,,
apart,0.5265,0.25,413,False,mit__collaboration; mit__diversity,,,
progressive,0.5264,0.25,348,False,tight_loose__loose_control,,,
traditional,0.526,1.0,471,True,,,,
culture from,0.5257,0.25,55,False,,,,
groups,0.5256,0.25,1395,False,mit__collaboration; mit__diversity,,,
discuss,0.5255,0.25,226,False,mit__collaboration,,,
style and,0.5254,0.25,52,False,,,,
associated,0.5254,0.25,177,False,,,,
spread,0.5251,0.25,192,False,,,,
counterparts,0.525,0.25,128,False,,,,
consensus,0.525,0.25,215,False,mit__collaboration,,,
friendly culture,0.5249,0.25,348,False,,,,
complicated,0.5249,0.25,413,False,,,,
respectable,0.5248,0.25,105,False,mit__integrity; mit__respect,,,
the situation,0.5247,0.25,86,False,,,,
culture very,0.5247,0.25,908,False,,,,
culture strong,0.5246,0.25,133,False,,,,
disorganised,0.5246,0.25,71,False,,,,
workplace,0.5245,0.25,2553,False,job_employee__job_oriented; job_employee__employee_oriented; mit__collaboration,,,
being made,0.5243,0.25,82,False,tight_loose__loose_control; mit__innovation,,,
failure,0.5241,0.25,157,False,,,,
anti,0.5241,0.25,72,False,,,,
knowledge,0.524,0.25,3109,False,open_closed__open_system; pragmatic_normative__normative; mit__innovation,,,
competition and,0.5239,0.25,78,False,process_results__results_oriented; open_closed__open_system; pragmatic_normative__pragmatic; mit__innovation; mit__performance,,,
approach,0.5238,0.25,973,False,process_results__process_oriented; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__innovation,,,
enforced,0.5238,0.25,56,False,process_results__process_oriented; tight_loose__tight_control,,,
back culture,0.5237,0.25,82,False,,,,
inclusivity,0.5236,0.25,80,False,,,,
surrounded,0.5235,0.25,461,False,,,,
difficulties,0.5234,0.25,97,False,,,,
putting,0.5233,0.25,371,False,,,,
disorganized,0.5232,0.25,453,False,,,,
outsider,0.5231,0.25,51,False,,,,
established,0.5228,0.25,587,False,,,,
choosing,0.5228,0.25,52,False,open_closed__open_system; mit__diversity,,,
colleagues very,0.5227,0.25,93,False,,,,
tolerated,0.5226,0.25,99,False,mit__respect,,,
the industry,0.5225,0.25,3207,False,professional_parochial__professional; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__customer_orientation; mit__innovation,,,
problem with,0.5223,0.25,84,False,,,,
design,0.5223,0.25,306,False,process_results__process_oriented; open_closed__open_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__diversity; mit__innovation,,,
them with,0.5222,0.25,93,False,,,,
complex,0.5221,0.25,926,False,tight_loose__loose_control; pragmatic_normative__normative,,,
changing,0.5218,0.25,1496,False,open_closed__open_system; mit__agility,,,
decisions,0.5216,0.25,1797,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__integrity,,,
discussions,0.5213,0.25,112,False,,,,
strong,0.521,0.25,5423,False,mit__agility,,,
secure,0.521,0.25,324,False,mit__integrity; mit__respect,,,
politically,0.521,0.25,139,False,,,,
respected,0.5209,0.25,677,False,mit__integrity; mit__respect,,,
experience people,0.5206,0.25,59,False,open_closed__open_system,,,
the knowledge,0.5205,0.25,93,False,pragmatic_normative__normative; mit__innovation,,,
rules,0.5205,0.25,614,False,process_results__process_oriented; tight_loose__tight_control,,,
respect and,0.5204,0.25,146,False,pragmatic_normative__normative; mit__diversity; mit__integrity; mit__respect,,,
disorganized and,0.5203,0.25,91,False,,,,
against the,0.5201,0.25,94,False,,,,
the business,0.5201,0.25,2048,False,tight_loose__loose_control; pragmatic_normative__normative; mit__customer_orientation,,,
situations,0.5199,0.25,249,False,process_results__results_oriented; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__diversity,,,
wear,0.5198,0.25,230,False,,,,
confused,0.5198,0.25,135,False,,,,
restrictive,0.5198,0.25,127,False,mit__diversity,,,
learning,0.5198,0.25,11139,False,open_closed__open_system; mit__innovation,,,
authority,0.5195,0.25,108,False,tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative,,,
fashion,0.5195,0.25,88,False,,,,
discouraged,0.519,0.25,131,False,,,,
the workplace,0.5189,0.25,260,False,job_employee__job_oriented; job_employee__employee_oriented; tight_loose__loose_control; mit__collaboration,,,
regarded,0.5187,0.25,104,False,open_closed__open_system; pragmatic_normative__pragmatic; mit__performance; mit__respect,,,
narrow,0.5185,0.25,143,False,,,,
exposed,0.5183,0.25,196,False,mit__integrity,,,
how the,0.5183,0.25,289,False,,,,
career the,0.5183,0.25,301,False,process_results__results_oriented; professional_parochial__professional; open_closed__open_system,,,
understand how,0.5182,0.25,81,False,,,,
respectful and,0.5182,0.25,74,False,pragmatic_normative__normative; mit__diversity; mit__integrity; mit__respect,,,
culture there,0.518,0.25,199,False,,,,
cooperative,0.5179,0.25,214,False,tight_loose__loose_control; mit__collaboration,,,
education,0.5179,0.25,957,False,professional_parochial__professional; open_closed__open_system,,,
rules and,0.5179,0.25,101,False,process_results__process_oriented; tight_loose__tight_control,,,
