term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
achieve,0.5545,0.5,494,False,process_results__results_oriented; open_closed__open_system; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__agility; mit__execution; mit__innovation,,,
competetive,0.554,0.5,61,False,open_closed__open_system,,,
competitive and,0.5528,0.5,451,False,pragmatic_normative__pragmatic,,,
good performance,0.5521,0.5,96,False,,,,
efficiency and,0.5518,0.5,63,False,process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic,,,
success,0.5515,0.5,1086,False,process_results__results_oriented; mit__execution; mit__innovation,,,
fast track,0.5511,0.5,61,False,process_results__results_oriented; mit__agility,,,
performing,0.5505,0.5,454,False,mit__execution,,,
high quality,0.5504,0.5,312,False,,,,
achieved,0.5504,0.5,94,False,process_results__results_oriented; mit__agility; mit__execution; mit__innovation,,,
well structured,0.5501,0.5,188,False,tight_loose__tight_control,,,
not merit,0.5498,0.25,72,False,,,,
top performer,0.5498,0.25,72,False,,,,
for improvement,0.5497,0.25,267,False,process_results__results_oriented; mit__execution,,,
the success,0.5489,0.25,54,False,process_results__results_oriented; mit__execution; mit__innovation,,,
top tier,0.5469,0.25,308,False,,,,
promoted and,0.5466,0.25,148,False,,,,
quality work,0.5464,0.25,473,False,pragmatic_normative__normative; mit__integrity,,,
and merit,0.5462,0.25,57,False,,,,
opportunities high,0.5457,0.25,59,False,,,,
perform,0.5456,0.25,678,False,process_results__results_oriented; mit__execution,,,
overhead,0.5456,0.25,94,False,pragmatic_normative__pragmatic,,,
talented colleagues,0.5453,0.25,112,False,professional_parochial__professional,,,
high staff,0.545,0.25,88,False,,,,
performance not,0.5447,0.25,94,False,,,,
skill,0.5438,0.25,869,False,professional_parochial__professional; mit__agility,,,
superiors,0.5433,0.25,164,False,,,,
poor performance,0.5429,0.25,79,False,,,,
skills and,0.5429,0.25,458,False,professional_parochial__professional; open_closed__open_system,,,
competition,0.5427,0.25,1013,False,process_results__results_oriented,,,
competitive,0.5422,0.25,7478,False,pragmatic_normative__pragmatic,,,
standards good,0.5422,0.25,98,False,pragmatic_normative__normative,,,
efficiency,0.5417,0.25,414,False,pragmatic_normative__pragmatic,,,
unqualified,0.5416,0.25,105,False,mit__diversity; mit__integrity,,,
extremely competitive,0.5413,0.25,82,False,,,,
the competition,0.5412,0.25,105,False,process_results__results_oriented,,,
strong management,0.5405,0.25,79,False,tight_loose__tight_control; tight_loose__loose_control,,,
satisfaction,0.5379,0.25,483,False,process_results__results_oriented; pragmatic_normative__normative; mit__customer_orientation; mit__execution; mit__integrity; mit__respect,,,
higher level,0.5371,0.25,148,False,,,,
performance review,0.537,0.25,216,False,,,,
best talent,0.5369,0.25,68,False,,,,
competitive for,0.5366,0.25,119,False,pragmatic_normative__pragmatic,,,
management high,0.5358,0.25,84,False,,,,
high profile,0.5355,0.25,105,False,,,,
talent the,0.5353,0.25,81,False,,,,
the rank,0.5346,0.25,52,False,,,,
promotion based,0.5344,0.25,53,False,,,,
organizational,0.5343,0.25,498,False,process_results__process_oriented; job_employee__employee_oriented; professional_parochial__parochial; tight_loose__tight_control; tight_loose__loose_control; mit__collaboration,,,
accountable,0.5342,0.25,147,False,pragmatic_normative__normative; mit__execution; mit__integrity,,,
qualified,0.5339,0.25,469,False,professional_parochial__professional; open_closed__open_system; mit__diversity,,,
talent development,0.5339,0.25,57,False,,,,
management and,0.5338,0.25,2249,False,process_results__process_oriented; process_results__results_oriented; professional_parochial__professional; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__execution,,,
capabilities,0.5331,0.25,244,False,tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative,,,
top management,0.533,0.25,421,False,,,,
competitiveness,0.533,0.25,72,False,pragmatic_normative__pragmatic,,,
merit increases,0.5324,0.25,120,False,,,,
leadership from,0.5323,0.25,54,False,,,,
job performance,0.5321,0.25,76,False,job_employee__job_oriented,,,
are highly,0.5317,0.25,138,False,,,,
quality and,0.5316,0.25,112,False,pragmatic_normative__normative; mit__integrity,,,
competent and,0.5315,0.25,82,False,professional_parochial__professional; tight_loose__loose_control,,,
leadership that,0.5315,0.25,73,False,tight_loose__tight_control; tight_loose__loose_control,,,
organisation good,0.5308,0.25,53,False,,,,
leadership good,0.5303,0.25,141,False,,,,
executives,0.5302,0.25,419,False,professional_parochial__professional; tight_loose__tight_control; tight_loose__loose_control,,,
advancement,0.5301,0.25,4098,False,process_results__results_oriented; mit__innovation,,,
advancements,0.53,0.25,97,False,mit__innovation,,,
making good,0.53,0.25,59,False,process_results__results_oriented; open_closed__open_system; pragmatic_normative__normative; mit__innovation; mit__integrity,,,
for advancement,0.5296,0.25,1395,False,process_results__results_oriented; professional_parochial__professional; mit__innovation,,,
promotion and,0.5295,0.25,291,False,process_results__results_oriented,,,
the ranks,0.5293,0.25,149,False,,,,
success and,0.5291,0.25,81,False,process_results__results_oriented; mit__execution; mit__innovation,,,
the leadership,0.5289,0.25,267,False,tight_loose__tight_control; tight_loose__loose_control,,,
work quality,0.5289,0.25,103,False,job_employee__job_oriented; job_employee__employee_oriented,,,
highly talented,0.5289,0.25,64,False,,,,
compete with,0.528,0.25,126,False,process_results__results_oriented; mit__collaboration,,,
seniority,0.5276,0.25,199,False,,,,
skills,0.5269,0.25,3538,False,professional_parochial__professional; open_closed__open_system; mit__agility,,,
performance bonus,0.5268,0.25,82,False,,,,
standards great,0.5267,0.25,51,False,,,,
are outstanding,0.5264,0.25,66,False,,,,
good talent,0.5257,0.25,103,False,,,,
leadership great,0.5253,0.25,130,False,,,,
high expectations,0.5249,0.25,463,False,,,,
highly regarded,0.5249,0.25,50,False,,,,
competitive good,0.5248,0.25,152,False,,,,
based experience,0.5247,0.25,50,False,open_closed__open_system; pragmatic_normative__pragmatic; pragmatic_normative__normative,,,
competitive great,0.5247,0.25,162,False,,,,
standards for,0.5243,0.25,64,False,tight_loose__tight_control; pragmatic_normative__normative,,,
meritocratic,0.5239,0.25,220,False,,,,
performance reviews,0.5238,0.25,206,False,,,,
capability,0.5238,0.25,96,False,process_results__results_oriented; tight_loose__loose_control; mit__agility,,,
career,0.5235,0.25,20166,False,process_results__results_oriented; professional_parochial__professional,,,
promoted within,0.5235,0.25,55,False,,,,
high work,0.5232,0.25,193,False,job_employee__job_oriented,,,
talent retention,0.5231,0.25,54,False,,,,
leadership with,0.5231,0.25,50,False,tight_loose__tight_control; tight_loose__loose_control; mit__collaboration; mit__execution,,,
production,0.523,0.25,456,False,process_results__process_oriented; process_results__results_oriented; pragmatic_normative__pragmatic; mit__execution; mit__innovation,,,
top performers,0.5226,0.25,164,False,,,,
advancement and,0.5221,0.25,248,False,process_results__results_oriented; mit__innovation,,,
efficient,0.5218,0.25,611,False,process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__agility,,,
objectives,0.5217,0.25,206,False,process_results__results_oriented; pragmatic_normative__normative,,,
good leadership,0.5216,0.25,317,False,,,,
efficiently,0.5213,0.25,155,False,tight_loose__loose_control; pragmatic_normative__pragmatic; mit__agility,,,
effective,0.5212,0.25,352,False,pragmatic_normative__pragmatic,,,
high pace,0.521,0.25,53,False,,,,
higher management,0.5208,0.25,354,False,,,,
career and,0.52,0.25,473,False,process_results__results_oriented; professional_parochial__professional,,,
top level,0.52,0.25,130,False,,,,
advanced,0.5196,0.25,372,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__pragmatic; mit__agility; mit__innovation,,,
good management,0.5191,0.25,1297,False,tight_loose__tight_control,,,
advancement within,0.5189,0.25,62,False,mit__innovation,,,
management excellent,0.5189,0.25,54,False,tight_loose__tight_control,,,
employees well,0.5189,0.25,214,False,job_employee__employee_oriented,,,
the skills,0.5188,0.25,93,False,professional_parochial__professional; open_closed__open_system,,,
high standard,0.5187,0.25,56,False,,,,
the career,0.5187,0.25,303,False,process_results__results_oriented; professional_parochial__professional,,,
resourceful,0.5186,0.25,55,False,pragmatic_normative__pragmatic,,,
from leadership,0.5181,0.25,107,False,process_results__results_oriented; tight_loose__loose_control; mit__execution,,,
responsibilities and,0.518,0.25,105,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__respect,,,
leaders,0.5177,0.25,2050,False,tight_loose__loose_control,,,
competent people,0.5176,0.25,77,False,professional_parochial__professional,,,
regarded,0.5174,0.25,104,False,open_closed__open_system; open_closed__closed_system; pragmatic_normative__pragmatic; mit__respect,,,
culture highly,0.5161,0.25,51,False,,,,
high compensation,0.5157,0.25,67,False,,,,
skilled people,0.5156,0.25,52,False,professional_parochial__professional,,,
talented individuals,0.5154,0.25,127,False,,,,
upper management,0.5154,0.25,1796,False,tight_loose__tight_control,,,
promoted,0.5154,0.25,2610,False,,,,
assessment,0.5153,0.25,72,False,,,,
good organisation,0.5153,0.25,151,False,,,,
based work,0.5152,0.25,55,False,process_results__results_oriented; job_employee__job_oriented; job_employee__employee_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative,,,
management,0.5152,0.25,38993,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__execution,,,
competent,0.5152,0.25,579,False,,,,
talent pool,0.5151,0.25,82,False,,,,
