term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
the industry,0.6122,0.5,3207,False,open_closed__closed_system; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__customer_orientation; mit__innovation,,,
own career,0.6113,0.5,79,False,,,,
career opportunity,0.6108,0.5,132,False,,,,
academic,0.6096,0.5,68,False,,,,
have career,0.6091,0.5,67,False,,,,
career here,0.6089,0.5,123,False,,,,
you career,0.6079,0.5,54,False,,,,
competence,0.6071,0.5,107,False,open_closed__open_system; tight_loose__loose_control; pragmatic_normative__normative; mit__performance,,,
investment professional,0.6067,0.5,62,False,,,,
many career,0.6066,0.5,65,False,,,,
career opportunities,0.6063,0.5,1128,False,,,,
work analyst,0.6056,0.5,56,False,,,,
analyst experience,0.6036,0.5,50,False,,,,
corporate experience,0.6026,0.5,51,False,professional_parochial__parochial; mit__customer_orientation,,,
skilled,0.6021,0.5,371,False,mit__agility,,,
this industry,0.6012,0.5,139,False,professional_parochial__parochial; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__customer_orientation,,,
career prospects,0.6008,0.5,104,False,,,,
clear career,0.5998,0.5,154,False,,,,
much career,0.5981,0.5,103,False,,,,
relationship specialist,0.5975,0.5,56,False,,,,
trainee,0.5974,0.5,191,False,,,,
technical and,0.597,0.5,104,False,pragmatic_normative__pragmatic,,,
research analyst,0.5969,0.5,82,False,,,,
advance career,0.5959,0.5,86,False,,,,
career wise,0.5956,0.5,51,False,,,,
long career,0.5951,0.5,72,False,,,,
pay career,0.5944,0.5,62,False,,,,
their careers,0.5931,0.5,139,False,,,,
skills and,0.5929,0.5,458,False,open_closed__open_system; mit__performance,,,
the resume,0.592,0.5,181,False,,,,
working experience,0.5918,0.5,201,False,job_employee__job_oriented; job_employee__employee_oriented,,,
skills,0.5912,0.5,3538,False,open_closed__open_system; mit__agility; mit__performance,,,
tech and,0.5911,0.5,179,False,,,,
career nothing,0.5908,0.5,52,False,,,,
people career,0.5894,0.5,62,False,job_employee__employee_oriented,,,
industry they,0.5884,0.5,63,False,,,,
analyst intern,0.588,0.5,123,False,,,,
the skills,0.586,0.5,93,False,open_closed__open_system; mit__performance,,,
analyst and,0.5857,0.5,71,False,,,,
career growth,0.585,0.5,2390,False,,,,
lots career,0.5835,0.5,75,False,,,,
highly skilled,0.5834,0.5,85,False,,,,
build career,0.5834,0.5,251,False,,,,
there career,0.5829,0.5,52,False,,,,
job experience,0.5828,0.5,106,False,mit__customer_orientation,,,
for advancement,0.5824,0.5,1395,False,process_results__results_oriented; mit__innovation; mit__performance,,,
talented colleagues,0.5813,0.5,112,False,mit__performance,,,
work experience,0.5804,0.5,685,False,,,,
career not,0.5801,0.5,150,False,,,,
one career,0.58,0.5,64,False,,,,
experience working,0.5791,0.5,372,False,open_closed__open_system,,,
skills the,0.5789,0.5,103,False,open_closed__open_system,,,
salary career,0.5783,0.5,51,False,,,,
experience work,0.5782,0.5,139,False,mit__customer_orientation,,,
career but,0.5775,0.5,143,False,,,,
skill development,0.5771,0.5,111,False,,,,
opportunities career,0.577,0.5,58,False,,,,
certifications,0.5766,0.5,208,False,,,,
career good,0.5763,0.5,166,False,,,,
trainees,0.5762,0.5,79,False,,,,
programmer,0.5759,0.5,101,False,,,,
the tech,0.5758,0.5,298,False,,,,
qualified,0.5758,0.5,469,False,open_closed__open_system; mit__diversity; mit__performance,,,
software developer,0.5758,0.5,222,False,,,,
certification,0.5753,0.5,100,False,,,,
not career,0.5745,0.5,83,False,,,,
career path,0.574,0.5,831,False,,,,
limited career,0.5733,0.5,352,False,,,,
analyst associate,0.5731,0.5,70,False,,,,
analyst role,0.5723,0.5,61,False,,,,
tech people,0.5719,0.5,53,False,,,,
progress career,0.5714,0.5,54,False,,,,
educational,0.5709,0.5,279,False,open_closed__open_system,,,
and professionalism,0.5704,0.5,53,False,,,,
jobs,0.5692,0.5,2836,False,job_employee__job_oriented,,,
experienced employees,0.5684,0.5,77,False,job_employee__employee_oriented; mit__customer_orientation,,,
technology work,0.568,0.5,99,False,job_employee__job_oriented; pragmatic_normative__pragmatic; mit__innovation,,,
investment professionals,0.5675,0.5,75,False,,,,
industry there,0.5672,0.5,89,False,,,,
excellent career,0.5664,0.5,55,False,,,,
management and,0.5664,0.5,2249,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__performance,,,
software engineer,0.5661,0.5,697,False,,,,
engineer,0.5661,0.5,1220,False,,,,
training and,0.5658,0.5,1685,False,open_closed__open_system,,,
with career,0.5652,0.5,113,False,,,,
developer,0.5644,0.5,997,False,,,,
industry good,0.5642,0.5,241,False,,,,
competent people,0.5626,0.5,77,False,mit__performance,,,
career long,0.5626,0.5,80,False,,,,
corporate job,0.5624,0.5,55,False,professional_parochial__parochial,,,
skill,0.5621,0.5,869,False,mit__agility; mit__performance,,,
senior analyst,0.5621,0.5,287,False,,,,
industry leader,0.5618,0.5,182,False,,,,
career can,0.5616,0.5,63,False,,,,
growth career,0.5615,0.5,82,False,,,,
technological,0.5613,0.5,154,False,process_results__process_oriented; pragmatic_normative__pragmatic; mit__innovation,,,
your resume,0.5611,0.5,865,False,,,,
competent and,0.5604,0.5,82,False,tight_loose__loose_control; mit__performance,,,
industry very,0.56,0.5,107,False,pragmatic_normative__pragmatic,,,
education,0.5598,0.5,957,False,open_closed__open_system; open_closed__closed_system,,,
career great,0.5597,0.5,139,False,,,,
good career,0.5594,0.5,627,False,,,,
working people,0.5593,0.5,245,False,job_employee__job_oriented; job_employee__employee_oriented,,,
bureaucratic,0.5589,0.5,2006,False,process_results__process_oriented; tight_loose__tight_control; tight_loose__loose_control,,,
trainings and,0.5584,0.5,89,False,,,,
less career,0.5583,0.5,58,False,,,,
talented employees,0.558,0.5,92,False,job_employee__employee_oriented; mit__performance,,,
roles,0.5579,0.5,3493,False,,,,
competency,0.5577,0.5,72,False,,,,
management career,0.5572,0.5,66,False,,,,
advancement opportunities,0.5567,0.5,534,False,,,,
