term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
hardworking and,0.5558,0.5,64,False,process_results__results_oriented; job_employee__job_oriented; mit__innovation,,,
practically,0.5555,0.5,104,False,,,,
the performance,0.5548,0.5,99,False,process_results__results_oriented; mit__agility; mit__execution; mit__performance,,,
design,0.5543,0.5,306,False,process_results__process_oriented; open_closed__open_system; open_closed__closed_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__diversity; mit__innovation,,,
the industry,0.554,0.5,3207,False,professional_parochial__professional; open_closed__closed_system; tight_loose__loose_control; mit__customer_orientation; mit__innovation,,,
and approachable,0.5531,0.5,143,False,,,,
market for,0.553,0.5,82,False,mit__customer_orientation,,,
flexible for,0.5526,0.5,57,False,mit__agility,,,
based work,0.5524,0.5,55,False,process_results__results_oriented; job_employee__job_oriented; job_employee__employee_oriented; tight_loose__loose_control; pragmatic_normative__normative; mit__performance,,,
productivity,0.5519,0.5,400,False,process_results__results_oriented; job_employee__job_oriented; job_employee__employee_oriented,,,
broad,0.5511,0.5,321,False,open_closed__closed_system,,,
competitive and,0.5486,0.25,451,False,mit__performance,,,
hardworking,0.5485,0.25,460,False,process_results__results_oriented; job_employee__job_oriented; open_closed__closed_system; tight_loose__loose_control,,,
vague,0.548,0.25,143,False,,,,
focused,0.5464,0.25,1966,False,job_employee__job_oriented,,,
productivity and,0.5457,0.25,58,False,job_employee__job_oriented,,,
manageable,0.5455,0.25,313,False,tight_loose__tight_control; tight_loose__loose_control,,,
driven,0.5455,0.25,2218,False,tight_loose__loose_control,,,
strong focus,0.5453,0.25,120,False,,,,
virtually,0.5453,0.25,178,False,,,,
impactful,0.5453,0.25,141,False,process_results__results_oriented; mit__agility,,,
technical and,0.545,0.25,104,False,professional_parochial__professional,,,
decisions and,0.5448,0.25,134,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__integrity,,,
lucrative,0.5443,0.25,102,False,,,,
performance the,0.5443,0.25,92,False,process_results__results_oriented; mit__agility; mit__execution; mit__performance,,,
for business,0.5438,0.25,107,False,mit__customer_orientation,,,
advantages,0.5432,0.25,114,False,,,,
this industry,0.5429,0.25,139,False,professional_parochial__professional; professional_parochial__parochial; tight_loose__loose_control; mit__customer_orientation,,,
very efficient,0.5423,0.25,52,False,,,,
industry and,0.5422,0.25,430,False,professional_parochial__professional; mit__innovation,,,
profitable,0.5421,0.25,155,False,,,,
smart driven,0.5416,0.25,98,False,,,,
for innovation,0.5407,0.25,112,False,open_closed__open_system; pragmatic_normative__normative; mit__innovation,,,
company flexible,0.5406,0.25,53,False,tight_loose__loose_control,,,
less flexibility,0.5403,0.25,66,False,,,,
products,0.5401,0.25,1948,False,process_results__process_oriented; mit__customer_orientation; mit__innovation,,,
innovative and,0.5397,0.25,90,False,open_closed__open_system; mit__innovation,,,
technical,0.5392,0.25,2183,False,professional_parochial__professional,,,
the technology,0.5389,0.25,484,False,process_results__process_oriented; mit__innovation,,,
focus and,0.5382,0.25,100,False,job_employee__job_oriented,,,
financially,0.5374,0.25,232,False,tight_loose__loose_control,,,
more flexible,0.5367,0.25,118,False,mit__agility,,,
performance but,0.5365,0.25,64,False,process_results__results_oriented; mit__agility; mit__performance,,,
flexible work,0.5363,0.25,1781,False,tight_loose__loose_control,,,
and efficient,0.536,0.25,77,False,,,,
production,0.5352,0.25,456,False,process_results__process_oriented; process_results__results_oriented; mit__execution; mit__innovation; mit__performance,,,
the technical,0.5351,0.25,84,False,process_results__process_oriented; professional_parochial__professional,,,
streamlined,0.535,0.25,107,False,mit__agility,,,
focussed,0.5344,0.25,130,False,job_employee__job_oriented,,,
with business,0.5341,0.25,101,False,,,,
industry work,0.534,0.25,100,False,job_employee__job_oriented; professional_parochial__professional,,,
business very,0.5336,0.25,85,False,mit__customer_orientation,,,
flexibility for,0.5331,0.25,159,False,tight_loose__loose_control,,,
useful,0.533,0.25,279,False,,,,
business and,0.5329,0.25,524,False,tight_loose__loose_control; mit__customer_orientation,,,
complicated and,0.5327,0.25,50,False,open_closed__closed_system,,,
innovation,0.5327,0.25,1407,False,open_closed__open_system; mit__innovation,,,
competitive for,0.5325,0.25,119,False,mit__performance,,,
innovative,0.5324,0.25,963,False,open_closed__open_system; mit__innovation,,,
creativity and,0.5324,0.25,64,False,process_results__results_oriented; open_closed__open_system; mit__innovation,,,
client focused,0.5315,0.25,151,False,mit__customer_orientation,,,
work flexible,0.5314,0.25,93,False,tight_loose__loose_control,,,
industry very,0.5313,0.25,107,False,professional_parochial__professional,,,
flexibility work,0.5309,0.25,433,False,,,,
apart from,0.5306,0.25,266,False,open_closed__closed_system; mit__diversity,,,
sophisticated,0.5306,0.25,86,False,mit__innovation,,,
based experience,0.5302,0.25,50,False,open_closed__open_system; pragmatic_normative__normative; mit__performance,,,
more efficient,0.5287,0.25,83,False,,,,
with opportunities,0.5286,0.25,161,False,process_results__results_oriented; open_closed__open_system; tight_loose__loose_control; mit__diversity,,,
economy,0.5285,0.25,231,False,,,,
strategy and,0.5283,0.25,143,False,process_results__results_oriented; tight_loose__loose_control; mit__innovation,,,
detailed,0.5282,0.25,95,False,,,,
decisions,0.5282,0.25,1797,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__integrity,,,
technology and,0.528,0.25,727,False,mit__innovation,,,
costly,0.5278,0.25,62,False,,,,
reasonable work,0.5277,0.25,90,False,job_employee__job_oriented,,,
comprehensive,0.5273,0.25,295,False,process_results__process_oriented,,,
competitive with,0.5269,0.25,190,False,open_closed__open_system; open_closed__closed_system; mit__collaboration; mit__performance,,,
technologies,0.5268,0.25,2259,False,mit__innovation,,,
professionally,0.5265,0.25,332,False,professional_parochial__professional,,,
with flexibility,0.5265,0.25,60,False,tight_loose__loose_control; mit__agility,,,
flexibility working,0.5265,0.25,104,False,tight_loose__loose_control,,,
strategies,0.5263,0.25,304,False,process_results__results_oriented,,,
reality,0.5256,0.25,460,False,open_closed__closed_system,,,
situations,0.5249,0.25,249,False,process_results__results_oriented; open_closed__closed_system; pragmatic_normative__normative; mit__diversity,,,
product,0.5248,0.25,2041,False,process_results__results_oriented; mit__innovation,,,
industry can,0.5242,0.25,53,False,,,,
increasingly,0.524,0.25,191,False,open_closed__open_system; open_closed__closed_system; mit__innovation,,,
not flexible,0.5239,0.25,290,False,,,,
explained,0.5239,0.25,77,False,,,,
achieve,0.5236,0.25,494,False,process_results__results_oriented; open_closed__open_system; tight_loose__loose_control; mit__agility; mit__execution; mit__innovation; mit__performance,,,
understanding,0.5233,0.25,1119,False,open_closed__open_system; open_closed__closed_system; pragmatic_normative__normative; mit__integrity; mit__respect,,,
competitiveness,0.5233,0.25,72,False,mit__performance,,,
lot flexibility,0.5232,0.25,108,False,,,,
considered,0.5232,0.25,546,False,,,,
competition and,0.5222,0.25,78,False,process_results__results_oriented; open_closed__open_system; open_closed__closed_system; mit__innovation; mit__performance,,,
knowledgeable and,0.5222,0.25,122,False,pragmatic_normative__normative,,,
flexibility not,0.522,0.25,53,False,,,,
market and,0.5218,0.25,217,False,mit__customer_orientation,,,
overhead,0.5217,0.25,94,False,mit__performance,,,
straightforward,0.5214,0.25,85,False,process_results__process_oriented; open_closed__closed_system; tight_loose__loose_control; mit__agility,,,
diversified,0.5214,0.25,207,False,mit__diversity,,,
strategy,0.5211,0.25,1325,False,process_results__results_oriented; mit__innovation,,,
invaluable,0.5209,0.25,64,False,pragmatic_normative__normative,,,
driven people,0.5207,0.25,202,False,,,,
flexibility great,0.5203,0.25,136,False,mit__agility,,,
for technology,0.5203,0.25,116,False,,,,
with competitors,0.5203,0.25,55,False,,,,
smart,0.5198,0.25,7748,False,,,,
regarded,0.5195,0.25,104,False,open_closed__open_system; open_closed__closed_system; mit__performance; mit__respect,,,
more flexibility,0.5194,0.25,72,False,,,,
technology work,0.5194,0.25,99,False,job_employee__job_oriented; professional_parochial__professional; mit__innovation,,,
much flexibility,0.5192,0.25,69,False,tight_loose__loose_control; mit__agility,,,
knowledgeable,0.519,0.25,657,False,,,,
appealing,0.5187,0.25,62,False,mit__integrity,,,
high performance,0.5186,0.25,151,False,mit__agility; mit__performance,,,
industry the,0.5179,0.25,221,False,professional_parochial__professional,,,
decision making,0.5173,0.25,1095,False,process_results__process_oriented; process_results__results_oriented; pragmatic_normative__normative,,,
competitive,0.5173,0.25,7478,False,mit__performance,,,
creativity,0.5165,0.25,323,False,open_closed__open_system; mit__innovation,,,
promising,0.5165,0.25,96,False,process_results__results_oriented; open_closed__open_system; mit__execution; mit__innovation,,,
extended,0.5162,0.25,235,False,,,,
with market,0.5161,0.25,146,False,,,,
process driven,0.516,0.25,100,False,process_results__process_oriented,,,
business decisions,0.516,0.25,54,False,process_results__results_oriented; pragmatic_normative__normative,,,
approach,0.516,0.25,973,False,process_results__process_oriented; open_closed__closed_system; pragmatic_normative__normative; mit__innovation,,,
advertising,0.5159,0.25,75,False,mit__customer_orientation,,,
detail,0.5159,0.25,159,False,process_results__process_oriented; process_results__results_oriented; mit__agility,,,
commercial,0.5158,0.25,176,False,,,,
strongly,0.5155,0.25,166,False,mit__agility,,,
with flexible,0.5151,0.25,110,False,tight_loose__loose_control; mit__agility,,,
markets and,0.5148,0.25,109,False,,,,
market,0.5147,0.25,5954,False,mit__customer_orientation,,,
the market,0.5147,0.25,1361,False,,,,
less competitive,0.5141,0.25,99,False,,,,
businesses,0.5135,0.25,597,False,mit__customer_orientation,,,
ambitious and,0.5132,0.25,72,False,,,,
technologies and,0.5132,0.25,228,False,mit__innovation,,,
rigorous,0.5128,0.25,114,False,tight_loose__tight_control,,,
capabilities,0.5122,0.25,244,False,tight_loose__loose_control; pragmatic_normative__normative; mit__performance,,,
perceived,0.5121,0.25,92,False,open_closed__open_system; mit__integrity,,,
businesses and,0.512,0.25,56,False,mit__customer_orientation,,,
extensive,0.5115,0.25,373,False,,,,
subjective,0.5114,0.25,118,False,,,,
technology can,0.5107,0.25,59,False,,,,
effort and,0.5106,0.25,74,False,process_results__results_oriented,,,
with customers,0.5105,0.25,84,False,mit__customer_orientation,,,
varying,0.5103,0.25,65,False,mit__diversity,,,
determined,0.5102,0.25,141,False,process_results__results_oriented; open_closed__closed_system; tight_loose__loose_control; pragmatic_normative__normative; mit__agility,,,
cumbersome,0.5102,0.25,158,False,,,,
consumer,0.5097,0.25,88,False,mit__customer_orientation,,,
