term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
organizational,0.6301,0.5,498,False,process_results__process_oriented; job_employee__employee_oriented; professional_parochial__parochial; tight_loose__tight_control; tight_loose__loose_control; mit__performance,,,
partner,0.6298,0.5,233,False,,,,
organization you,0.6295,0.5,74,False,tight_loose__tight_control; tight_loose__loose_control,,,
team structure,0.6294,0.5,79,False,,,,
coupled with,0.6293,0.5,68,False,,,,
group,0.6291,0.5,3551,False,,,,
the communication,0.6289,0.5,59,False,,,,
teams,0.6281,0.5,7119,False,,,,
organization,0.628,0.5,4767,False,tight_loose__tight_control; tight_loose__loose_control,,,
communication and,0.6279,0.5,236,False,,,,
work with,0.6272,0.5,10052,False,,,,
team management,0.6261,0.5,168,False,,,,
your colleagues,0.6258,0.5,111,False,,,,
helpful team,0.6245,0.5,141,False,,,,
colleagues the,0.6236,0.5,108,False,open_closed__closed_system,,,
coupled,0.6231,0.5,72,False,,,,
organization and,0.6222,0.5,224,False,process_results__process_oriented; tight_loose__tight_control; tight_loose__loose_control,,,
collaborative environment,0.622,0.5,457,False,,,,
team the,0.6213,0.5,296,False,,,,
involved with,0.6174,0.5,130,False,open_closed__closed_system; tight_loose__loose_control,,,
teams work,0.617,0.5,181,False,,,,
participate,0.6165,0.5,178,False,open_closed__open_system,,,
community,0.6158,0.5,1417,False,open_closed__closed_system,,,
communicated,0.6158,0.5,129,False,process_results__process_oriented; tight_loose__tight_control; mit__execution; mit__integrity,,,
part team,0.6156,0.5,50,False,,,,
sharing and,0.6154,0.5,126,False,,,,
team oriented,0.6153,0.5,271,False,,,,
team leader,0.6146,0.5,287,False,,,,
team player,0.6145,1.0,54,True,,,,
team players,0.6133,0.5,64,False,,,,
teams and,0.6126,0.5,551,False,,,,
group and,0.6111,0.5,148,False,mit__diversity,,,
the team,0.6104,0.5,3163,False,,,,
our work,0.61,0.5,53,False,,,,
culture collaborative,0.6091,0.5,78,False,open_closed__open_system,,,
team leaders,0.6084,0.5,212,False,,,,
one another,0.6075,0.5,184,False,,,,
joining the,0.6057,0.5,76,False,,,,
team they,0.6051,0.5,134,False,,,,
joining,0.6042,0.5,595,False,,,,
sharing,0.6042,0.5,1307,False,mit__integrity,,,
conflict,0.6035,0.5,107,False,open_closed__closed_system; mit__diversity,,,
team flexible,0.6024,0.5,52,False,tight_loose__loose_control,,,
team environment,0.6013,0.5,516,False,,,,
communication with,0.6005,0.5,165,False,,,,
team worked,0.6002,0.5,102,False,,,,
peer,0.6,0.5,365,False,open_closed__closed_system,,,
communicate,0.6,1.0,360,True,,,,
the colleagues,0.5997,0.5,98,False,,,,
support team,0.599,0.5,80,False,,,,
some team,0.5984,0.5,69,False,,,,
team politics,0.5959,0.5,50,False,,,,
groups,0.5956,0.5,1395,False,open_closed__closed_system; mit__diversity,,,
good teamwork,0.5953,0.5,59,False,,,,
leadership team,0.5944,0.5,304,False,,,,
work colleagues,0.5942,0.5,66,False,job_employee__employee_oriented,,,
agreement,0.5942,0.5,57,False,pragmatic_normative__normative; mit__integrity,,,
company with,0.5931,0.5,3098,False,professional_parochial__parochial; mit__customer_orientation,,,
with colleagues,0.593,0.5,175,False,open_closed__closed_system,,,
conflicts,0.5929,0.5,74,False,,,,
team but,0.5925,0.5,171,False,,,,
organisation with,0.5914,0.5,108,False,tight_loose__tight_control,,,
corp,0.5906,0.5,165,False,professional_parochial__parochial,,,
meeting,0.5903,0.5,844,False,,,,
gathering,0.5893,0.5,56,False,,,,
meetings,0.5889,0.5,1986,False,,,,
workplace and,0.5883,0.5,98,False,job_employee__job_oriented; job_employee__employee_oriented; tight_loose__tight_control,,,
global team,0.5877,0.5,92,False,,,,
involved,0.5876,0.5,1000,False,open_closed__closed_system,,,
reconciliation,0.5875,0.5,85,False,,,,
team culture,0.5854,0.5,616,False,,,,
culture team,0.5852,0.5,147,False,,,,
organization the,0.5849,0.5,88,False,,,,
coworkers and,0.5846,0.5,302,False,,,,
the community,0.5845,0.5,229,False,open_closed__closed_system,,,
friends with,0.5843,0.5,102,False,,,,
social,0.5843,0.5,1158,False,open_closed__closed_system; tight_loose__loose_control; mit__integrity,,,
one team,0.5841,0.5,66,False,,,,
meetings and,0.5841,0.5,217,False,process_results__process_oriented,,,
group you,0.5841,0.5,192,False,,,,
across teams,0.584,0.5,152,False,,,,
business partners,0.5832,0.5,51,False,mit__customer_orientation,,,
organization work,0.5826,0.5,194,False,job_employee__job_oriented; job_employee__employee_oriented,,,
own team,0.5821,0.5,58,False,,,,
communicate with,0.5817,0.5,129,False,,,,
the group,0.5817,0.5,435,False,,,,
organisation,0.5816,0.5,1772,False,professional_parochial__parochial; tight_loose__tight_control; tight_loose__loose_control,,,
our team,0.5813,0.5,99,False,,,,
organizations,0.581,0.5,368,False,professional_parochial__parochial; tight_loose__tight_control; tight_loose__loose_control,,,
groups and,0.5806,0.5,95,False,mit__diversity,,,
team very,0.5805,0.5,283,False,,,,
workplace,0.5802,0.5,2553,False,job_employee__job_oriented; job_employee__employee_oriented; open_closed__closed_system,,,
interaction,0.5794,0.5,526,False,,,,
compete with,0.5779,0.5,126,False,process_results__results_oriented; mit__performance,,,
team your,0.5779,0.5,55,False,,,,
the teams,0.5778,0.5,380,False,,,,
team lead,0.5777,0.5,193,False,,,,
shared,0.5777,0.5,207,False,,,,
competitive with,0.5776,0.5,190,False,open_closed__open_system; open_closed__closed_system; pragmatic_normative__pragmatic; mit__performance,,,
friendly team,0.5776,0.5,210,False,,,,
between teams,0.5776,0.5,223,False,,,,
connected,0.5774,0.5,192,False,,,,
communication between,0.5774,0.5,291,False,,,,
team dependent,0.5758,0.5,176,False,,,,
team good,0.575,0.5,661,False,,,,
joiners,0.5741,0.5,204,False,,,,
supportive team,0.5732,0.5,416,False,,,,
colleagues you,0.5731,0.5,50,False,,,,
organization but,0.5725,0.5,59,False,tight_loose__loose_control,,,
leadership,0.5722,0.5,6819,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__execution; mit__performance,,,
people with,0.5713,0.5,764,False,,,,
great teamwork,0.5705,0.5,98,False,,,,
communicating,0.5703,0.5,113,False,,,,
good colleagues,0.57,0.5,423,False,,,,
each team,0.5697,0.5,63,False,,,,
the workplace,0.5695,0.5,260,False,job_employee__job_oriented; job_employee__employee_oriented; open_closed__closed_system; tight_loose__loose_control,,,
good organization,0.5693,0.5,278,False,,,,
centralized,0.5687,0.5,91,False,tight_loose__tight_control,,,
connect with,0.568,0.5,151,False,,,,
consensus,0.567,0.5,215,False,open_closed__closed_system,,,
leadership with,0.5667,0.5,50,False,tight_loose__tight_control; tight_loose__loose_control; mit__execution; mit__performance,,,
organization that,0.5664,0.5,117,False,,,,
people and,0.5661,0.5,3847,False,,,,
strong team,0.5659,0.5,121,False,,,,
discuss,0.5638,0.5,226,False,open_closed__closed_system,,,
organized,0.5635,0.5,701,False,tight_loose__tight_control,,,
team nice,0.5635,0.5,111,False,,,,
work through,0.5634,0.5,67,False,process_results__process_oriented; job_employee__job_oriented; mit__execution,,,
within team,0.5632,0.5,87,False,,,,
you join,0.5625,0.5,254,False,,,,
apart,0.562,0.5,413,False,open_closed__closed_system; mit__diversity,,,
leadership and,0.5618,0.5,510,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__performance,,,
