term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
get work,0.6704,0.5,753,False,,,,
focused and,0.6703,0.5,105,False,pragmatic_normative__pragmatic,,,
work,0.6681,0.5,150521,False,,,,
work management,0.668,0.5,183,False,job_employee__employee_oriented,,,
working time,0.6637,0.5,97,False,,,,
career work,0.6628,0.5,77,False,job_employee__employee_oriented; professional_parochial__professional,,,
the working,0.662,0.5,323,False,mit__execution,,,
busy work,0.6585,0.5,198,False,,,,
the work,0.6584,0.5,4660,False,mit__execution,,,
work are,0.6578,0.5,111,False,,,,
work gets,0.6561,0.5,109,False,,,,
manage work,0.6558,0.5,57,False,job_employee__employee_oriented,,,
working life,0.6558,0.5,63,False,job_employee__employee_oriented,,,
employment,0.6556,0.5,916,False,job_employee__employee_oriented; tight_loose__loose_control; mit__execution,,,
workplace,0.6542,0.5,2553,False,job_employee__employee_oriented; open_closed__closed_system; mit__collaboration,,,
working people,0.6539,0.5,245,False,job_employee__employee_oriented; professional_parochial__professional,,,
relaxed work,0.6538,0.5,195,False,,,,
hardworking and,0.6529,0.5,64,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__innovation,,,
tasks can,0.6525,0.5,57,False,,,,
maintain work,0.6522,0.5,102,False,job_employee__employee_oriented,,,
when working,0.6512,0.5,130,False,job_employee__employee_oriented,,,
technology work,0.6512,0.5,99,False,professional_parochial__professional; pragmatic_normative__pragmatic; mit__innovation,,,
jobs the,0.6498,0.5,134,False,process_results__results_oriented; mit__execution,,,
about working,0.6498,0.5,199,False,,,,
hectic work,0.6494,0.5,150,False,process_results__process_oriented; mit__execution,,,
work timing,0.6488,0.5,50,False,,,,
focused,0.6487,0.5,1966,False,pragmatic_normative__pragmatic,,,
work projects,0.6483,0.5,85,False,,,,
working,0.6475,0.5,27065,False,mit__execution,,,
work people,0.6467,0.5,189,False,job_employee__employee_oriented,,,
work learning,0.6463,0.5,50,False,,,,
industry work,0.6463,0.5,100,False,professional_parochial__professional; pragmatic_normative__pragmatic,,,
workload and,0.6447,0.5,269,False,,,,
focussed,0.6446,0.5,130,False,pragmatic_normative__pragmatic,,,
based work,0.6444,0.5,55,False,process_results__results_oriented; job_employee__employee_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__performance,,,
jobs,0.6444,0.5,2836,False,professional_parochial__professional,,,
work career,0.6436,0.5,69,False,job_employee__employee_oriented; professional_parochial__professional,,,
learning work,0.6436,0.5,71,False,,,,
work office,0.6429,0.5,114,False,,,,
the workload,0.6423,0.5,345,False,,,,
focus career,0.6407,0.5,51,False,,,,
best working,0.6403,0.5,99,False,,,,
company work,0.6391,0.5,8493,False,job_employee__employee_oriented; professional_parochial__parochial,,,
focus and,0.6381,0.5,100,False,pragmatic_normative__pragmatic,,,
work style,0.6377,0.5,60,False,job_employee__employee_oriented,,,
out work,0.6372,0.5,62,False,mit__execution,,,
work related,0.6369,0.5,63,False,job_employee__employee_oriented,,,
intense work,0.6368,0.5,124,False,,,,
management work,0.6367,0.5,342,False,job_employee__employee_oriented; tight_loose__tight_control,,,
work technology,0.6362,0.5,55,False,,,,
learn work,0.636,0.5,100,False,,,,
work challenging,0.6352,0.5,136,False,,,,
work depends,0.6351,0.5,69,False,,,,
work need,0.6351,0.5,57,False,,,,
organisation work,0.6342,0.5,127,False,job_employee__employee_oriented,,,
stressful work,0.634,0.5,214,False,job_employee__employee_oriented,,,
are working,0.6334,0.5,584,False,,,,
high work,0.6331,0.5,193,False,mit__performance,,,
while working,0.6329,0.5,267,False,,,,
paced work,0.6327,0.5,172,False,,,,
hard working,0.6319,0.5,1019,False,,,,
work time,0.6314,0.5,193,False,,,,
job and,0.6298,0.5,780,False,process_results__results_oriented; job_employee__employee_oriented; tight_loose__loose_control; mit__execution,,,
workforce,0.6289,0.5,689,False,job_employee__employee_oriented,,,
work from,0.628,0.5,3626,False,,,,
focus employee,0.6278,0.5,98,False,job_employee__employee_oriented,,,
work closely,0.627,0.5,53,False,mit__execution,,,
the jobs,0.6263,0.5,118,False,,,,
the workforce,0.6262,0.5,105,False,job_employee__employee_oriented,,,
ways working,0.6262,0.5,67,False,,,,
the workplace,0.626,0.5,260,False,job_employee__employee_oriented; open_closed__closed_system; tight_loose__loose_control; mit__collaboration,,,
working place,0.6256,0.5,115,False,job_employee__employee_oriented,,,
less work,0.6253,0.5,300,False,,,,
work model,0.6229,0.5,94,False,,,,
have work,0.6219,0.5,841,False,,,,
pay work,0.6218,0.5,360,False,,,,
engaging work,0.6216,0.5,97,False,open_closed__open_system,,,
working state,0.6214,0.5,54,False,,,,
demanding work,0.6213,0.5,146,False,,,,
hard work,0.621,0.5,1630,False,,,,
technical work,0.6209,0.5,91,False,professional_parochial__professional,,,
with work,0.6209,0.5,643,False,mit__execution,,,
the job,0.6199,0.5,2943,False,mit__execution,,,
organization work,0.6197,0.5,194,False,job_employee__employee_oriented; mit__collaboration,,,
work harder,0.6196,0.5,85,False,,,,
work which,0.6195,0.5,130,False,,,,
between work,0.6194,0.5,79,False,,,,
with working,0.619,0.5,164,False,mit__execution,,,
work repetitive,0.6188,0.5,59,False,,,,
work flow,0.6187,0.5,69,False,,,,
balanced work,0.6185,0.5,109,False,,,,
work enviornment,0.6185,0.5,52,False,job_employee__employee_oriented,,,
repetitive work,0.6178,0.5,335,False,,,,
work options,0.6174,0.5,101,False,,,,
rewarding work,0.6167,0.5,86,False,,,,
work and,0.6166,0.5,4243,False,,,,
work expected,0.6163,0.5,59,False,,,,
open work,0.6157,0.5,55,False,open_closed__open_system,,,
work environment,0.6139,0.5,7966,False,job_employee__employee_oriented,,,
reasonable work,0.6137,0.5,90,False,pragmatic_normative__pragmatic,,,
work timings,0.6136,0.5,184,False,,,,
work hard,0.6131,0.5,1396,False,,,,
from working,0.613,0.5,78,False,,,,
working environment,0.613,0.5,3758,False,job_employee__employee_oriented,,,
job,0.6129,0.5,20885,False,process_results__results_oriented; mit__execution; mit__integrity,,,
working the,0.6122,0.5,516,False,mit__execution,,,
challenging tasks,0.6119,0.5,64,False,,,,
working from,0.6118,0.5,746,False,,,,
more focused,0.6114,0.5,78,False,,,,
working with,0.6114,0.5,1731,False,process_results__process_oriented; open_closed__closed_system; mit__collaboration; mit__execution,,,
work life,0.6113,0.5,33507,False,job_employee__employee_oriented,,,
want work,0.6108,0.5,400,False,,,,
work isn,0.6108,0.5,84,False,,,,
focus,0.6105,0.5,3595,False,,,,
work through,0.6105,0.5,67,False,process_results__process_oriented; mit__collaboration; mit__execution,,,
workplace and,0.6104,0.5,98,False,job_employee__employee_oriented; tight_loose__tight_control; mit__collaboration,,,
jobs and,0.6102,0.5,184,False,,,,
tech work,0.6098,0.5,72,False,professional_parochial__professional,,,
work less,0.6096,0.5,144,False,,,,
place work,0.6095,0.5,19925,False,,,,
heavy work,0.6093,0.5,144,False,,,,
work loads,0.6086,0.5,70,False,,,,
work friendly,0.6086,0.5,98,False,job_employee__employee_oriented,,,
job performance,0.6085,0.5,76,False,mit__performance,,,
work ethic,0.6084,0.5,411,False,job_employee__employee_oriented; pragmatic_normative__normative,,,
repetitive tasks,0.6075,0.5,109,False,,,,
projects work,0.6068,0.5,178,False,,,,
working and,0.6064,0.5,356,False,,,,
work company,0.6064,0.5,116,False,job_employee__employee_oriented; professional_parochial__parochial,,,
find work,0.6062,0.5,53,False,,,,
center work,0.6061,0.5,62,False,,,,
work quality,0.606,0.5,103,False,job_employee__employee_oriented; mit__performance,,,
workload,0.6055,0.5,2549,False,,,,
work within,0.6053,0.5,70,False,open_closed__open_system,,,
low work,0.6051,0.5,147,False,,,,
working together,0.6051,0.5,84,False,job_employee__employee_oriented; mit__collaboration,,,
worklife,0.605,0.5,561,False,job_employee__employee_oriented,,,
work smart,0.6049,0.5,96,False,,,,
work while,0.6048,0.5,70,False,,,,
employee work,0.6044,0.5,52,False,job_employee__employee_oriented,,,
working experience,0.6041,0.5,201,False,job_employee__employee_oriented; professional_parochial__professional,,,
project work,0.6035,0.5,110,False,,,,
focused the,0.6034,0.5,99,False,,,,
work difficult,0.6033,0.5,55,False,,,,
professional work,0.6023,0.5,167,False,professional_parochial__professional,,,
flexible working,0.602,0.5,1636,False,tight_loose__loose_control; pragmatic_normative__pragmatic,,,
work lack,0.6016,0.5,109,False,,,,
workplace for,0.6012,0.5,54,False,job_employee__employee_oriented,,,
like work,0.6004,0.5,188,False,,,,
mundane work,0.5993,0.5,68,False,,,,
processing,0.5989,0.5,379,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; mit__execution,,,
for working,0.5979,0.5,429,False,,,,
supportive work,0.5971,0.5,177,False,job_employee__employee_oriented; mit__respect,,,
work required,0.5971,0.5,63,False,,,,
work opportunity,0.5968,0.5,58,False,,,,
training work,0.5966,0.5,85,False,,,,
office,0.596,0.5,15802,False,,,,
prepared work,0.596,0.5,117,False,process_results__process_oriented; mit__execution,,,
hardwork,0.5959,0.5,63,False,,,,
overworking,0.5959,0.5,50,False,,,,
comfortable work,0.5955,0.5,81,False,,,,
are focused,0.5952,0.5,53,False,,,,
work call,0.5951,0.5,52,False,,,,
workloads,0.5949,0.5,205,False,,,,
off work,0.5948,0.5,98,False,,,,
workload good,0.5948,0.5,70,False,,,,
difficult work,0.5939,0.5,237,False,,,,
work done,0.5935,0.5,548,False,,,,
operate,0.5918,0.5,188,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__execution,,,
work most,0.5918,0.5,95,False,,,,
