term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
corporation with,0.6967,0.5,50,False,,,,
company start,0.6966,0.5,637,False,,,,
organizational,0.6953,0.5,498,False,process_results__process_oriented; job_employee__employee_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__collaboration; mit__performance,,,
company very,0.694,0.5,677,False,mit__customer_orientation,,,
company with,0.6939,0.5,3098,False,mit__collaboration; mit__customer_orientation,,,
corporations,0.6936,0.5,121,False,,,,
company cares,0.6932,0.5,143,False,mit__customer_orientation,,,
company grow,0.692,0.5,80,False,,,,
company because,0.6907,0.5,82,False,,,,
established company,0.6907,0.5,101,False,,,,
company encourages,0.6907,0.5,58,False,mit__customer_orientation,,,
firms,0.6903,0.5,1670,False,,,,
company for,0.6897,0.5,1394,False,,,,
company like,0.6892,0.5,106,False,,,,
company working,0.6886,0.5,101,False,job_employee__employee_oriented,,,
company employee,0.6882,0.5,63,False,job_employee__employee_oriented,,,
company best,0.6876,0.5,100,False,mit__customer_orientation,,,
firm culture,0.6875,0.5,163,False,,,,
company really,0.6862,0.5,224,False,,,,
growing company,0.6861,0.5,150,False,,,,
the companies,0.6854,0.5,96,False,,,,
parent company,0.6845,0.5,59,False,,,,
company brand,0.6842,0.5,53,False,mit__customer_orientation,,,
company extremely,0.682,0.5,51,False,,,,
private company,0.6805,0.5,150,False,,,,
company makes,0.6804,0.5,82,False,,,,
multinational company,0.6797,0.5,64,False,,,,
company well,0.6791,0.5,100,False,,,,
overall company,0.6786,0.5,133,False,,,,
company whole,0.6778,0.5,100,False,mit__customer_orientation,,,
strong company,0.6775,0.5,254,False,,,,
prestigious company,0.6774,0.5,77,False,,,,
company needs,0.6772,0.5,89,False,mit__customer_orientation,,,
strong corporate,0.6754,0.5,63,False,tight_loose__loose_control,,,
company sometimes,0.6749,0.5,101,False,,,,
company always,0.674,0.5,89,False,,,,
first company,0.6723,0.5,50,False,,,,
not company,0.6718,0.5,85,False,,,,
corporate america,0.6703,0.5,109,False,,,,
management company,0.6694,0.5,144,False,,,,
respected company,0.6692,0.5,80,False,,,,
shareholders,0.6687,0.5,180,False,,,,
company the,0.6685,0.5,793,False,,,,
company more,0.6685,0.5,60,False,,,,
company are,0.6675,0.5,168,False,,,,
company easy,0.6665,0.5,68,False,,,,
company one,0.6664,0.5,57,False,mit__customer_orientation,,,
company policy,0.6663,0.5,84,False,,,,
corporate and,0.6657,0.5,113,False,,,,
company looks,0.6653,0.5,50,False,,,,
company gives,0.6652,0.5,76,False,,,,
company big,0.6637,0.5,110,False,,,,
company worked,0.6627,0.5,92,False,mit__customer_orientation,,,
corporate experience,0.6615,0.5,51,False,professional_parochial__professional; mit__customer_orientation,,,
this company,0.6603,0.5,2879,False,mit__customer_orientation,,,
corporate trust,0.6601,0.5,52,False,mit__integrity,,,
shareholder,0.6594,0.5,123,False,,,,
with company,0.6592,0.5,191,False,,,,
company just,0.659,0.5,84,False,mit__customer_orientation,,,
other company,0.6582,0.5,198,False,,,,
companies the,0.6581,0.5,283,False,,,,
company performance,0.6578,0.5,87,False,mit__performance,,,
very corporate,0.6577,0.5,302,False,,,,
company nice,0.6572,0.5,173,False,,,,
friendly company,0.6571,0.5,276,False,,,,
firms and,0.6568,0.5,55,False,,,,
corporate structure,0.656,0.5,204,False,,,,
companies good,0.6547,0.5,180,False,,,,
another company,0.6545,0.5,117,False,,,,
company but,0.6543,0.5,1001,False,,,,
company who,0.654,0.5,109,False,,,,
company amazing,0.6539,0.5,105,False,mit__customer_orientation,,,
many companies,0.6531,0.5,81,False,,,,
company decent,0.6523,0.5,94,False,,,,
business owners,0.6523,0.5,127,False,tight_loose__loose_control; mit__customer_orientation,,,
loyal employees,0.6522,0.5,55,False,job_employee__employee_oriented,,,
company great,0.6516,0.5,1540,False,mit__customer_orientation,,,
corporate job,0.6513,0.5,55,False,professional_parochial__professional,,,
from company,0.6512,0.5,77,False,,,,
company difficult,0.6511,0.5,59,False,,,,
company not,0.651,0.5,691,False,,,,
whole company,0.651,0.5,59,False,mit__customer_orientation,,,
company should,0.6504,0.5,52,False,,,,
better company,0.6504,0.5,53,False,,,,
company large,0.6496,0.5,99,False,,,,
company high,0.6477,0.5,56,False,,,,
company nothing,0.6472,0.5,131,False,,,,
services company,0.6465,0.5,116,False,mit__customer_orientation,,,
company its,0.6463,0.5,72,False,,,,
company takes,0.6452,0.5,116,False,,,,
company also,0.6445,0.5,129,False,,,,
similar companies,0.6436,0.5,92,False,,,,
company pays,0.6435,0.5,98,False,,,,
company poor,0.6433,0.5,101,False,,,,
company some,0.643,0.5,117,False,,,,
small company,0.6424,0.5,133,False,,,,
for company,0.642,0.5,285,False,mit__customer_orientation,,,
most companies,0.6416,0.5,130,False,,,,
business,0.6412,0.5,10223,False,process_results__results_oriented; open_closed__closed_system; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__customer_orientation; mit__innovation,,,
company all,0.6412,0.5,121,False,,,,
best company,0.6406,0.5,1292,False,,,,
global company,0.6404,0.5,330,False,,,,
other firms,0.6393,0.5,633,False,,,,
run company,0.6392,0.5,77,False,,,,
financial company,0.6386,0.5,146,False,,,,
large company,0.6385,0.5,1446,False,,,,
prestigious firm,0.6381,0.5,53,False,,,,
and company,0.6377,0.5,545,False,,,,
organisation,0.6369,0.5,1772,False,tight_loose__tight_control; tight_loose__loose_control; mit__collaboration,,,
company pay,0.6368,0.5,121,False,,,,
firms the,0.6364,0.5,140,False,,,,
company bad,0.6363,0.5,148,False,,,,
the firm,0.6362,0.5,4121,False,,,,
technology company,0.6354,0.5,74,False,,,,
other companies,0.6353,0.5,1302,False,,,,
company they,0.6353,0.5,336,False,,,,
company awesome,0.6344,0.5,59,False,mit__customer_orientation,,,
pay company,0.6333,0.5,83,False,,,,
company that,0.6333,0.5,1172,False,,,,
professional company,0.6326,0.5,55,False,professional_parochial__professional,,,
companies are,0.6316,0.5,66,False,,,,
company when,0.6313,0.5,78,False,,,,
their employees,0.6307,0.5,1649,False,job_employee__employee_oriented,,,
same company,0.6302,0.5,59,False,,,,
typical corporate,0.6292,0.5,132,False,,,,
company lot,0.6284,0.5,147,False,,,,
company match,0.6282,0.5,132,False,,,,
that company,0.6267,0.5,69,False,,,,
big company,0.6265,0.5,1541,False,,,,
huge company,0.6261,0.5,261,False,,,,
company many,0.626,0.5,114,False,mit__customer_orientation,,,
the organisation,0.6251,0.5,368,False,tight_loose__tight_control; tight_loose__loose_control,,,
every company,0.625,0.5,63,False,,,,
company benefits,0.6247,0.5,305,False,,,,
corporate environment,0.6246,0.5,277,False,,,,
good corporate,0.624,0.5,164,False,,,,
companies but,0.6236,0.5,68,False,,,,
company growth,0.6236,0.5,68,False,,,,
company even,0.6233,0.5,55,False,,,,
company still,0.6233,0.5,89,False,,,,
oriented company,0.6232,0.5,104,False,,,,
company was,0.6232,0.5,308,False,,,,
company long,0.6231,0.5,137,False,,,,
management firm,0.623,0.5,116,False,,,,
industry with,0.623,0.5,60,False,professional_parochial__professional; open_closed__closed_system; pragmatic_normative__pragmatic; mit__customer_orientation; mit__innovation,,,
name company,0.6229,0.5,59,False,,,,
company cons,0.6224,0.5,99,False,,,,
team company,0.6223,0.5,50,False,mit__collaboration,,,
industry,0.6221,0.5,8885,False,professional_parochial__professional; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__customer_orientation,,,
company going,0.6219,0.5,91,False,,,,
employer,0.6218,0.5,2623,False,job_employee__employee_oriented,,,
company used,0.6218,0.5,52,False,mit__customer_orientation,,,
company ever,0.6216,0.5,180,False,,,,
diverse company,0.6209,0.5,60,False,open_closed__open_system; mit__diversity,,,
organizations,0.6205,0.5,368,False,tight_loose__tight_control; tight_loose__loose_control; mit__collaboration,,,
international company,0.6204,0.5,125,False,,,,
this industry,0.6203,0.5,139,False,professional_parochial__professional; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__customer_orientation,,,
