term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
supportive environment,0.5543,0.5,301,False,job_employee__employee_oriented,,,
satisfaction,0.5542,0.5,483,False,process_results__results_oriented; pragmatic_normative__normative; mit__customer_orientation; mit__execution; mit__integrity; mit__performance,,,
quality,0.5531,0.5,2668,False,pragmatic_normative__normative; mit__integrity; mit__performance,,,
support for,0.5525,0.5,450,False,,,,
concerns,0.5523,0.5,442,False,,,,
ethical and,0.552,0.5,68,False,pragmatic_normative__normative; mit__integrity,,,
care their,0.5519,0.5,207,False,,,,
treated well,0.551,0.5,93,False,,,,
truly care,0.5499,0.25,87,False,,,,
responsible,0.5497,0.25,300,False,tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__integrity,,,
treat their,0.5495,0.25,127,False,,,,
support your,0.5488,0.25,59,False,,,,
happiness,0.5482,0.25,94,False,mit__integrity,,,
clean,0.548,0.25,306,False,mit__integrity,,,
care less,0.5478,0.25,69,False,,,,
positive attitude,0.5471,0.25,50,False,pragmatic_normative__normative; mit__integrity,,,
supporting,0.5471,0.25,462,False,,,,
responsibilities,0.5471,0.25,1100,False,process_results__results_oriented; pragmatic_normative__normative; mit__execution,,,
justify,0.5463,0.25,133,False,pragmatic_normative__normative; mit__integrity,,,
support and,0.5453,0.25,472,False,,,,
meaningful,0.5451,0.25,519,False,pragmatic_normative__normative; mit__integrity,,,
trust and,0.5447,0.25,60,False,tight_loose__loose_control; pragmatic_normative__normative; mit__integrity,,,
attitude towards,0.5442,0.25,52,False,pragmatic_normative__normative; mit__integrity,,,
consideration for,0.544,0.25,70,False,pragmatic_normative__normative,,,
sincere,0.5439,0.25,58,False,mit__integrity,,,
health,0.5436,0.25,3496,False,,,,
dealing,0.5428,0.25,410,False,open_closed__closed_system; pragmatic_normative__normative; mit__execution,,,
care more,0.5423,0.25,50,False,,,,
dealt with,0.5418,0.25,60,False,open_closed__closed_system; mit__integrity,,,
cared,0.5417,0.25,190,False,,,,
disrespectful,0.541,0.25,86,False,,,,
concern for,0.5402,0.25,83,False,,,,
take care,0.5397,0.25,340,False,,,,
and respectful,0.5392,0.25,117,False,,,,
survival,0.5376,0.25,62,False,,,,
ensuring,0.5371,0.25,97,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__execution,,,
living,0.5366,0.25,627,False,open_closed__closed_system,,,
culture supportive,0.5366,0.25,151,False,mit__diversity,,,
only care,0.5365,0.25,156,False,,,,
protection,0.5364,0.25,54,False,,,,
loves,0.5362,0.25,97,False,,,,
concerned with,0.5355,0.25,127,False,,,,
tolerated,0.5354,0.25,99,False,open_closed__closed_system,,,
tolerate,0.5346,0.25,50,False,,,,
attitudes,0.5339,0.25,117,False,pragmatic_normative__normative; mit__integrity,,,
your health,0.5336,0.25,54,False,,,,
take responsibility,0.5333,0.25,58,False,pragmatic_normative__normative; mit__execution,,,
valuable,0.5328,0.25,551,False,mit__integrity,,,
and caring,0.5325,0.25,121,False,,,,
peaceful,0.5325,0.25,92,False,,,,
emotional,0.532,0.25,90,False,mit__integrity,,,
morale,0.532,0.25,1237,False,job_employee__employee_oriented; pragmatic_normative__normative,,,
support good,0.5317,0.25,94,False,,,,
the culture,0.5316,0.25,2227,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__integrity,,,
concerned about,0.5315,0.25,129,False,,,,
appreciation for,0.5313,0.25,126,False,,,,
deserving,0.5308,0.25,63,False,,,,
culture,0.5306,0.25,46353,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__integrity,,,
morale and,0.5302,0.25,107,False,job_employee__employee_oriented; pragmatic_normative__normative,,,
trust,0.5297,0.25,1322,False,pragmatic_normative__normative; mit__integrity,,,
safe,0.5296,1.0,479,True,,,,
quality people,0.5294,0.25,199,False,mit__integrity,,,
judged,0.5293,0.25,60,False,,,,
understanding,0.5292,0.25,1119,False,open_closed__open_system; open_closed__closed_system; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__integrity,,,
accountability for,0.5289,0.25,66,False,process_results__results_oriented; pragmatic_normative__normative; mit__execution; mit__integrity; mit__performance,,,
regarded,0.5287,0.25,104,False,open_closed__open_system; open_closed__closed_system; pragmatic_normative__pragmatic; mit__performance,,,
responsibility for,0.5274,0.25,60,False,pragmatic_normative__normative; mit__execution,,,
honesty,0.5273,0.25,80,False,mit__integrity,,,
protecting,0.5272,0.25,62,False,,,,
keeping,0.5266,0.25,424,False,open_closed__closed_system; mit__integrity,,,
secure,0.526,0.25,324,False,open_closed__closed_system; mit__integrity,,,
support the,0.5256,0.25,183,False,,,,
role you,0.5254,0.25,200,False,,,,
favour,0.5254,0.25,51,False,,,,
for individuals,0.5251,0.25,92,False,,,,
environment supportive,0.525,0.25,122,False,,,,
supportive work,0.5244,0.25,177,False,job_employee__job_oriented; job_employee__employee_oriented,,,
welcoming,0.5244,0.25,761,False,open_closed__open_system; open_closed__closed_system; mit__diversity,,,
the health,0.5241,0.25,150,False,,,,
lives,0.5234,0.25,254,False,,,,
rights,0.5225,0.25,62,False,pragmatic_normative__normative,,,
valued and,0.5217,0.25,112,False,pragmatic_normative__normative,,,
treating,0.5215,0.25,106,False,,,,
culture and,0.5215,0.25,6106,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__integrity,,,
feel comfortable,0.5215,0.25,63,False,,,,
society,0.5214,0.25,61,False,open_closed__closed_system; tight_loose__loose_control; mit__integrity,,,
hearted,0.5209,0.25,51,False,,,,
with supportive,0.5207,0.25,59,False,,,,
handling,0.5202,0.25,201,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__execution,,,
quality life,0.5201,0.25,94,False,pragmatic_normative__normative; mit__integrity,,,
love,0.5199,0.25,2122,False,,,,
accountability,0.5199,0.25,504,False,process_results__results_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__execution; mit__integrity; mit__performance,,,
balanced,0.5197,0.25,412,False,pragmatic_normative__normative; mit__agility,,,
and respected,0.5193,0.25,71,False,,,,
character,0.5191,0.25,60,False,mit__integrity,,,
good values,0.5189,0.25,107,False,pragmatic_normative__normative,,,
letting,0.5188,0.25,118,False,mit__integrity,,,
quality the,0.5187,0.25,93,False,mit__integrity,,,
for support,0.5181,0.25,86,False,,,,
ethic,0.518,0.25,451,False,pragmatic_normative__normative; mit__integrity,,,
trustworthy,0.5179,0.25,73,False,mit__integrity,,,
and care,0.5177,0.25,108,False,,,,
being very,0.5177,0.25,55,False,,,,
patient,0.5175,0.25,159,False,,,,
culturally,0.5171,0.25,93,False,open_closed__open_system; open_closed__closed_system; mit__diversity; mit__integrity,,,
support you,0.5163,0.25,227,False,,,,
rude,0.5162,0.25,558,False,,,,
more responsibility,0.5162,0.25,116,False,pragmatic_normative__normative; mit__execution,,,
the support,0.5162,0.25,203,False,,,,
seem care,0.5158,0.25,100,False,,,,
helpful people,0.5156,0.25,225,False,,,,
doing good,0.5154,0.25,128,False,mit__integrity,,,
enjoyable,0.5138,0.25,504,False,mit__integrity,,,
living the,0.5138,0.25,53,False,open_closed__closed_system,,,
fairness,0.5137,0.25,85,False,mit__integrity,,,
the quality,0.5135,0.25,264,False,pragmatic_normative__normative; mit__integrity,,,
handle the,0.5135,0.25,69,False,,,,
good health,0.5134,0.25,310,False,,,,
welcoming and,0.5133,0.25,166,False,open_closed__open_system; mit__diversity,,,
they care,0.5127,0.25,355,False,,,,
healthy,0.5123,0.25,866,False,,,,
valuable experience,0.5117,0.25,110,False,open_closed__open_system; mit__integrity,,,
