term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
consideration,0.5319,0.25,230,False,pragmatic_normative__normative; mit__integrity; mit__respect,,,
policy,0.5316,0.25,2376,False,tight_loose__tight_control,,,
organizational,0.5314,0.25,498,False,job_employee__employee_oriented; professional_parochial__parochial; tight_loose__tight_control; tight_loose__loose_control; mit__collaboration; mit__performance,,,
decision,0.5309,0.25,1801,False,process_results__results_oriented; open_closed__closed_system; mit__integrity,,,
operation,0.5306,0.25,391,False,mit__execution,,,
feedback and,0.5305,0.25,140,False,process_results__results_oriented,,,
detail,0.5302,0.25,159,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility,,,
recognition and,0.53,0.25,157,False,,,,
management,0.5299,0.25,38993,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__execution; mit__performance,,,
and structured,0.5296,0.25,55,False,tight_loose__tight_control,,,
evaluation,0.5295,0.25,157,False,process_results__results_oriented; pragmatic_normative__normative; mit__execution; mit__performance,,,
the technical,0.5293,0.25,84,False,professional_parochial__professional; pragmatic_normative__pragmatic,,,
your management,0.5293,0.25,57,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__execution,,,
steps,0.5292,0.25,192,False,,,,
circumstances,0.5289,0.25,89,False,open_closed__closed_system,,,
from management,0.5286,0.25,724,False,process_results__results_oriented; tight_loose__loose_control,,,
learnings,0.5286,0.25,166,False,open_closed__open_system,,,
schedules and,0.5285,0.25,61,False,,,,
development work,0.5282,0.25,90,False,mit__innovation,,,
security and,0.5281,0.25,187,False,mit__integrity,,,
the following,0.5277,0.25,72,False,tight_loose__tight_control,,,
straightforward,0.5277,0.25,85,False,open_closed__closed_system; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__agility,,,
guidance from,0.5277,0.25,74,False,,,,
responsibilities and,0.5277,0.25,105,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__performance; mit__respect,,,
operating,0.5277,0.25,206,False,mit__execution,,,
approachable and,0.5277,0.25,149,False,pragmatic_normative__pragmatic; pragmatic_normative__normative,,,
task,0.5276,0.25,467,False,process_results__results_oriented; job_employee__job_oriented; mit__execution,,,
forms,0.5275,0.25,90,False,,,,
policy and,0.5273,0.25,192,False,tight_loose__tight_control,,,
implement,0.5269,0.25,357,False,tight_loose__tight_control,,,
advanced,0.5267,0.25,372,False,tight_loose__tight_control; pragmatic_normative__pragmatic; mit__agility; mit__innovation; mit__performance,,,
checking,0.5262,0.25,79,False,,,,
standards and,0.5259,0.25,94,False,tight_loose__tight_control; pragmatic_normative__normative; mit__performance,,,
automation,0.5253,0.25,299,False,,,,
managements,0.5252,0.25,106,False,tight_loose__tight_control,,,
principles,0.525,0.25,135,False,tight_loose__tight_control; pragmatic_normative__normative,,,
involves,0.5248,0.25,98,False,tight_loose__tight_control,,,
code,0.5245,0.25,809,False,,,,
very structured,0.5245,0.25,198,False,tight_loose__tight_control,,,
documented,0.5243,0.25,65,False,,,,
responsibility and,0.5243,0.25,175,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__execution; mit__integrity; mit__respect,,,
the policies,0.5242,0.25,70,False,tight_loose__tight_control,,,
supervision,0.5242,0.25,83,False,tight_loose__tight_control,,,
hectic work,0.5241,0.25,150,False,job_employee__job_oriented; mit__execution,,,
decisions that,0.5239,0.25,69,False,process_results__results_oriented; pragmatic_normative__normative,,,
tasks that,0.5236,0.25,83,False,process_results__results_oriented; job_employee__job_oriented; mit__execution; mit__innovation,,,
behaviour,0.5234,0.25,171,False,tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__integrity,,,
products,0.5225,0.25,1948,False,pragmatic_normative__pragmatic; mit__customer_orientation; mit__innovation,,,
systematic,0.5224,0.25,76,False,,,,
