term,cosine_similarity,proposed_weight,corpus_frequency,is_seed,cross_loads_to,expert_approved,expert_weight_override,notes
action,0.5622,0.5,366,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control,,,
success the,0.5617,0.5,86,False,process_results__results_oriented,,,
achieved,0.5608,0.5,94,False,process_results__results_oriented; mit__agility; mit__innovation; mit__performance,,,
getting work,0.5604,0.5,51,False,job_employee__job_oriented,,,
responsibility and,0.5596,0.5,175,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__integrity; mit__respect,,,
delivered,0.5594,0.5,100,False,,,,
progress and,0.5593,0.5,121,False,process_results__process_oriented; process_results__results_oriented; mit__innovation,,,
procedures and,0.5591,0.5,59,False,process_results__process_oriented,,,
succeed,0.5589,0.5,1037,False,process_results__results_oriented,,,
functioning,0.5572,0.5,54,False,process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__normative,,,
process good,0.5541,0.5,125,False,process_results__process_oriented,,,
perform well,0.552,0.5,122,False,process_results__results_oriented; mit__performance,,,
act,0.5512,0.5,348,False,,,,
operations,0.5509,0.5,2883,False,process_results__process_oriented; tight_loose__tight_control,,,
procedures,0.55,0.5,527,False,process_results__process_oriented,,,
for success,0.55,0.25,155,False,process_results__results_oriented,,,
the job,0.5474,0.25,2943,False,job_employee__job_oriented,,,
fulfilling,0.5461,0.25,199,False,process_results__results_oriented; pragmatic_normative__normative,,,
urgency,0.5452,0.25,70,False,mit__agility,,,
handling,0.5443,0.25,201,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__respect,,,
progressing,0.5425,0.25,81,False,process_results__results_oriented; mit__agility,,,
and process,0.5414,0.25,159,False,process_results__process_oriented,,,
production,0.5401,0.25,456,False,process_results__process_oriented; process_results__results_oriented; pragmatic_normative__pragmatic; mit__innovation; mit__performance,,,
job and,0.5394,0.25,780,False,process_results__results_oriented; job_employee__job_oriented; job_employee__employee_oriented; tight_loose__loose_control,,,
operations and,0.5394,0.25,103,False,process_results__process_oriented; tight_loose__tight_control,,,
ambition,0.5389,0.25,201,False,process_results__results_oriented; tight_loose__loose_control,,,
more responsibilities,0.5386,0.25,69,False,,,,
procedure,0.5372,0.25,114,False,process_results__process_oriented,,,
responsibility,0.5367,0.25,1394,False,process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__normative; mit__integrity; mit__respect,,,
job for,0.5365,0.25,496,False,process_results__results_oriented,,,
into work,0.5362,0.25,73,False,job_employee__job_oriented,,,
finish,0.536,0.25,247,False,,,,
expects,0.5359,0.25,180,False,,,,
tasks that,0.5356,0.25,83,False,process_results__process_oriented; process_results__results_oriented; job_employee__job_oriented; mit__innovation,,,
accountable,0.5356,0.25,147,False,pragmatic_normative__normative; mit__integrity; mit__performance,,,
your success,0.5352,0.25,145,False,process_results__results_oriented,,,
job work,0.5341,0.25,108,False,process_results__results_oriented; job_employee__job_oriented; job_employee__employee_oriented,,,
management and,0.5323,0.25,2249,False,process_results__process_oriented; process_results__results_oriented; professional_parochial__professional; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__performance,,,
planned,0.532,0.25,187,False,,,,
jobs the,0.5306,0.25,134,False,process_results__results_oriented; job_employee__job_oriented,,,
work closely,0.5294,0.25,53,False,job_employee__job_oriented,,,
coming work,0.5293,0.25,55,False,,,,
get done,0.5291,0.25,154,False,,,,
with management,0.5287,0.25,412,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control,,,
approval,0.5275,0.25,274,False,process_results__process_oriented; tight_loose__tight_control,,,
completion,0.5274,0.25,73,False,,,,
planning and,0.5272,0.25,120,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control,,,
for operations,0.5265,0.25,58,False,,,,
evaluation,0.5258,0.25,157,False,process_results__process_oriented; process_results__results_oriented; pragmatic_normative__normative; mit__performance,,,
job with,0.5254,0.25,339,False,,,,
job,0.5243,0.25,20885,False,process_results__results_oriented; job_employee__job_oriented; mit__integrity,,,
successful,0.5239,0.25,830,False,process_results__results_oriented; mit__innovation,,,
the performance,0.5237,0.25,99,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility; mit__performance,,,
the working,0.5237,0.25,323,False,job_employee__job_oriented,,,
service and,0.5235,0.25,204,False,process_results__process_oriented; pragmatic_normative__normative; mit__customer_orientation,,,
pushing,0.5232,0.25,365,False,,,,
with work,0.523,0.25,643,False,job_employee__job_oriented,,,
promises,0.5228,0.25,340,False,,,,
accomplished,0.5224,0.25,113,False,,,,
working with,0.5224,0.25,1731,False,process_results__process_oriented; job_employee__job_oriented; open_closed__closed_system; mit__collaboration,,,
productive,0.522,0.25,303,False,process_results__results_oriented; job_employee__job_oriented; pragmatic_normative__pragmatic; mit__innovation,,,
expectations and,0.5219,0.25,183,False,process_results__results_oriented,,,
accountable for,0.5216,0.25,50,False,,,,
performance the,0.521,0.25,92,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility; mit__performance,,,
leadership,0.5205,0.25,6819,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__collaboration; mit__performance,,,
with working,0.5196,0.25,164,False,job_employee__job_oriented,,,
doing work,0.5194,0.25,57,False,job_employee__job_oriented; job_employee__employee_oriented,,,
expect work,0.5192,0.25,145,False,,,,
out work,0.519,0.25,62,False,job_employee__job_oriented,,,
service,0.5189,0.25,3642,False,mit__customer_orientation,,,
process great,0.5186,0.25,96,False,,,,
decisions and,0.5183,0.25,134,False,process_results__process_oriented; process_results__results_oriented; open_closed__closed_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__integrity,,,
this job,0.5181,0.25,718,False,,,,
completing,0.5179,0.25,92,False,,,,
firing,0.5173,0.25,227,False,,,,
the processes,0.5173,0.25,132,False,process_results__process_oriented,,,
with leadership,0.5169,0.25,53,False,process_results__results_oriented; tight_loose__loose_control,,,
prepared,0.5164,0.25,738,False,,,,
for improvement,0.5164,0.25,267,False,process_results__results_oriented; mit__performance,,,
dealing,0.5161,0.25,410,False,open_closed__closed_system; pragmatic_normative__normative; mit__respect,,,
leadership and,0.5161,0.25,510,False,process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative; mit__collaboration; mit__performance,,,
the service,0.5156,0.25,114,False,mit__customer_orientation,,,
achievement,0.515,0.25,54,False,process_results__results_oriented; mit__innovation; mit__performance,,,
producing,0.5146,0.25,109,False,,,,
advancing,0.5144,0.25,147,False,process_results__results_oriented; tight_loose__loose_control; mit__agility,,,
job done,0.5144,0.25,190,False,,,,
improvement and,0.5141,0.25,56,False,process_results__results_oriented; mit__innovation; mit__performance,,,
processes for,0.514,0.25,51,False,process_results__process_oriented,,,
employment,0.5139,0.25,916,False,job_employee__job_oriented; job_employee__employee_oriented; tight_loose__loose_control,,,
responsible,0.5139,0.25,300,False,tight_loose__loose_control; pragmatic_normative__normative; mit__integrity; mit__respect,,,
approvals,0.5131,0.25,184,False,process_results__process_oriented; tight_loose__tight_control,,,
performing,0.5129,0.25,454,False,mit__performance,,,
submit,0.5129,0.25,62,False,,,,
doing things,0.5129,0.25,131,False,,,,
prepared for,0.5127,0.25,165,False,,,,
performance and,0.5127,0.25,233,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility; mit__performance,,,
exec,0.5125,0.25,67,False,,,,
effectively,0.5123,0.25,247,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility; mit__integrity,,,
ensuring,0.5122,0.25,97,False,process_results__process_oriented; tight_loose__tight_control; pragmatic_normative__normative; mit__respect,,,
promising,0.512,0.25,96,False,process_results__results_oriented; open_closed__open_system; pragmatic_normative__pragmatic; mit__innovation,,,
handled,0.5119,0.25,161,False,tight_loose__tight_control; mit__respect,,,
management,0.5113,0.25,38993,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__performance,,,
results,0.5111,0.25,815,False,process_results__results_oriented,,,
tasks good,0.5111,0.25,57,False,process_results__results_oriented; job_employee__job_oriented,,,
expects you,0.5111,0.25,55,False,,,,
bureaucracy and,0.5107,0.25,326,False,process_results__process_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative,,,
the work,0.5103,0.25,4660,False,job_employee__job_oriented,,,
satisfaction,0.51,0.25,483,False,process_results__results_oriented; pragmatic_normative__normative; mit__customer_orientation; mit__integrity; mit__performance; mit__respect,,,
passing,0.5097,0.25,114,False,,,,
company doing,0.5092,0.25,61,False,job_employee__employee_oriented; professional_parochial__parochial; mit__customer_orientation,,,
your management,0.5091,0.25,57,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control,,,
communicated,0.5089,0.25,129,False,process_results__process_oriented; tight_loose__tight_control; mit__collaboration; mit__integrity,,,
jobs for,0.5088,0.25,54,False,,,,
the expectations,0.5079,0.25,84,False,process_results__results_oriented,,,
for excellence,0.5078,0.25,50,False,mit__performance,,,
efforts,0.5076,0.25,567,False,process_results__results_oriented,,,
follow through,0.5076,1.0,71,True,,,,
working,0.507,0.25,27065,False,job_employee__job_oriented,,,
push,0.5068,0.25,880,False,,,,
bureaucracy,0.5066,0.25,2306,False,process_results__process_oriented; tight_loose__tight_control; tight_loose__loose_control,,,
commit,0.5062,0.25,59,False,,,,
make work,0.5057,0.25,101,False,job_employee__job_oriented; job_employee__employee_oriented,,,
working the,0.5053,0.25,516,False,job_employee__job_oriented,,,
succeed you,0.5053,0.25,54,False,,,,
responsibility for,0.5051,0.25,60,False,pragmatic_normative__normative; mit__respect,,,
hectic work,0.5046,0.25,150,False,process_results__process_oriented; job_employee__job_oriented,,,
more responsibility,0.5043,0.25,116,False,pragmatic_normative__normative; mit__respect,,,
follows,0.5041,0.25,97,False,process_results__process_oriented; tight_loose__tight_control,,,
succeed the,0.5039,0.25,56,False,,,,
from leadership,0.5038,0.25,107,False,process_results__results_oriented; tight_loose__loose_control; mit__performance,,,
evaluations,0.5032,0.25,64,False,process_results__process_oriented; process_results__results_oriented; mit__performance,,,
take responsibility,0.5032,0.25,58,False,pragmatic_normative__normative; mit__respect,,,
for management,0.5031,0.25,157,False,process_results__results_oriented; tight_loose__tight_control,,,
plans and,0.503,0.25,77,False,process_results__results_oriented,,,
job after,0.5027,0.25,71,False,,,,
performance,0.5027,0.25,4040,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__agility; mit__performance,,,
making decisions,0.5024,0.25,69,False,process_results__process_oriented; process_results__results_oriented; pragmatic_normative__normative,,,
next job,0.5024,0.25,66,False,,,,
expectations,0.5019,0.25,2067,False,,,,
dealing with,0.5019,0.25,383,False,open_closed__closed_system; pragmatic_normative__normative; mit__integrity; mit__respect,,,
advancement you,0.5017,0.25,99,False,process_results__results_oriented; mit__innovation,,,
leadership with,0.5017,0.25,50,False,tight_loose__tight_control; tight_loose__loose_control; mit__collaboration; mit__performance,,,
improvement,0.5014,0.25,1053,False,process_results__results_oriented; mit__innovation; mit__performance,,,
cutting and,0.5012,0.25,70,False,,,,
excellence,0.5009,0.25,399,False,mit__performance,,,
service the,0.5008,0.25,65,False,mit__customer_orientation,,,
servicing,0.5006,0.25,215,False,mit__customer_orientation,,,
your performance,0.5005,0.25,251,False,process_results__results_oriented; mit__agility; mit__performance,,,
expectations for,0.5004,0.25,113,False,process_results__results_oriented,,,
