sheet,framework,dimension,pole,term,cosine_similarity,proposed_weight,expert_weight_override,base_weight,cross_load_count,effective_weight,corpus_frequency,is_seed,cross_loads_to,notes
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,supportive work,0.6249,0.5,,0.5,2,0.25,177,False,job_employee__job_oriented; mit__respect,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,when working,0.6242,0.5,0.25,0.25,1,0.1667,130,False,job_employee__job_oriented,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee resource,0.6239,0.5,,0.5,0,0.5,62,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,their employee,0.6225,0.5,0.25,0.25,1,0.1667,63,False,mit__customer_orientation,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee engagement,0.622,0.5,,0.5,0,0.5,302,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,its employees,0.6214,0.5,0.25,0.25,1,0.1667,715,False,mit__customer_orientation,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,level employees,0.6212,0.5,,0.5,0,0.5,295,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,excellent workplace,0.6212,0.5,,0.5,0,0.5,50,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,about work,0.6202,0.5,,0.5,1,0.3333,179,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees like,0.6201,0.5,,0.5,0,0.5,128,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees who,0.62,0.5,0.25,0.25,0,0.25,454,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,nice employees,0.6192,0.5,,0.5,0,0.5,54,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee benefit,0.6191,0.5,,0.5,0,0.5,53,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,values employees,0.6181,0.5,,0.5,1,0.3333,52,False,pragmatic_normative__normative,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,people development,0.6173,0.5,,0.5,0,0.5,61,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,organisation work,0.6168,0.5,,0.5,1,0.3333,127,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,productivity,0.6165,0.5,,0.5,3,0.2,400,False,process_results__results_oriented; job_employee__job_oriented; pragmatic_normative__pragmatic,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,maintain work,0.6163,0.5,,0.5,1,0.3333,102,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work management,0.6157,0.5,,0.5,1,0.3333,183,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,workplace environment,0.6152,0.5,,0.5,0,0.5,117,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work quality,0.6145,0.5,,0.5,2,0.25,103,False,job_employee__job_oriented; mit__performance,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,among employees,0.6144,0.5,,0.5,0,0.5,71,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,supportive colleagues,0.6143,0.5,,0.5,0,0.5,194,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,value employees,0.6134,0.5,,0.5,1,0.3333,85,False,pragmatic_normative__normative,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,organizational,0.6132,0.5,,0.5,6,0.125,498,False,process_results__process_oriented; professional_parochial__parochial; tight_loose__tight_control; tight_loose__loose_control; mit__collaboration; mit__performance,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,talented employees,0.6131,0.5,,0.5,2,0.25,92,False,professional_parochial__professional; mit__performance,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,friendly working,0.6116,0.5,,0.5,0,0.5,185,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,working environment,0.6114,0.5,,0.5,1,0.3333,3758,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees with,0.6106,0.5,0.25,0.25,0,0.25,328,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,new employees,0.6105,0.5,,0.5,0,0.5,313,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work company,0.6101,0.5,,0.5,2,0.25,116,False,job_employee__job_oriented; professional_parochial__parochial,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee training,0.6097,0.5,,0.5,0,0.5,50,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work enviornment,0.6096,0.5,,0.5,1,0.3333,52,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee experience,0.6094,0.5,,0.5,0,0.5,90,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees when,0.6087,0.5,0.25,0.25,0,0.25,50,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,manage people,0.608,0.5,,0.5,2,0.25,70,False,tight_loose__tight_control; tight_loose__loose_control,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,working place,0.6079,0.5,,0.5,1,0.3333,115,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,people career,0.6076,0.5,,0.5,1,0.3333,62,False,professional_parochial__professional,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work job,0.6074,0.5,,0.5,1,0.3333,53,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,working work,0.6073,0.5,,0.5,1,0.3333,51,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,young employees,0.6071,0.5,,0.5,0,0.5,64,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,care employees,0.6068,0.5,,0.5,0,0.5,174,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work related,0.6068,0.5,,0.5,1,0.3333,63,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,supportive staff,0.6065,0.5,,0.5,0,0.5,68,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,the morale,0.6064,0.5,0.25,0.25,1,0.1667,67,False,pragmatic_normative__normative,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,who work,0.6063,0.5,0.25,0.25,0,0.25,370,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees more,0.6058,0.5,,0.5,0,0.5,67,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees this,0.6053,0.5,0.25,0.25,0,0.25,66,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,personal development,0.6047,1,,1.0,0,1.0,307,True,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,for employees,0.6046,0.5,0.25,0.25,0,0.25,1428,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee perks,0.6042,0.5,,0.5,0,0.5,76,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,people management,0.6032,0.5,,0.5,0,0.5,435,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees which,0.6029,0.5,,0.5,0,0.5,69,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,help employees,0.6012,0.5,,0.5,0,0.5,51,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employed,0.6006,0.5,,0.5,0,0.5,306,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,supportive managers,0.6005,0.5,,0.5,0,0.5,123,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,office work,0.5998,0.5,,0.5,1,0.3333,244,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,best workplace,0.5996,0.5,,0.5,0,0.5,77,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,working culture,0.5991,0.5,,0.5,0,0.5,947,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employer for,0.5989,0.5,0.25,0.25,0,0.25,51,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee growth,0.5984,1,,1.0,0,1.0,98,True,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees get,0.5984,0.5,,0.5,0,0.5,126,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,worklife balance,0.5982,0.5,,0.5,0,0.5,501,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,with employee,0.5973,0.5,0.25,0.25,0,0.25,90,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees that,0.597,0.5,0.25,0.25,0,0.25,221,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,experienced employees,0.5956,0.5,,0.5,2,0.25,77,False,professional_parochial__professional; mit__customer_orientation,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,being hired,0.5952,0.5,0.25,0.25,0,0.25,78,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,supportive management,0.5942,0.5,,0.5,0,0.5,373,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,other employees,0.5942,0.5,,0.5,0,0.5,162,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,human resources,0.594,0.5,,0.5,0,0.5,183,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work balance,0.594,0.5,,0.5,0,0.5,519,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,morale and,0.5934,0.5,0.25,0.25,2,0.125,107,False,pragmatic_normative__normative; mit__respect,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,their employees,0.5934,0.5,0.25,0.25,1,0.1667,1649,False,professional_parochial__parochial,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work managers,0.5931,0.5,,0.5,0,0.5,65,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,company working,0.5924,0.5,,0.5,1,0.3333,101,False,professional_parochial__parochial,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,career work,0.5923,0.5,,0.5,2,0.25,77,False,job_employee__job_oriented; professional_parochial__professional,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,great employee,0.5921,0.5,,0.5,0,0.5,205,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,people managers,0.5916,0.5,,0.5,0,0.5,125,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,with employees,0.5905,0.5,0.25,0.25,0,0.25,244,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employ,0.5904,0.5,,0.5,0,0.5,65,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work culture,0.5902,0.5,,0.5,0,0.5,7558,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,company people,0.59,0.5,,0.5,2,0.25,94,False,professional_parochial__parochial; mit__customer_orientation,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees have,0.5897,0.5,0.25,0.25,0,0.25,310,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,morale,0.5894,0.5,,0.5,2,0.25,1237,False,pragmatic_normative__normative; mit__respect,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees some,0.5887,0.5,,0.5,0,0.5,58,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,based work,0.5885,0.5,,0.5,6,0.125,55,False,process_results__results_oriented; job_employee__job_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__performance,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,manage work,0.5884,0.5,,0.5,1,0.3333,57,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,healthy working,0.5883,0.5,,0.5,0,0.5,51,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,management work,0.5881,0.5,,0.5,2,0.25,342,False,job_employee__job_oriented; tight_loose__tight_control,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,personal growth,0.5878,0.5,,0.5,0,0.5,323,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work colleagues,0.5878,0.5,,0.5,1,0.3333,66,False,mit__collaboration,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,stressful work,0.5878,0.5,,0.5,1,0.3333,214,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work style,0.5872,0.5,,0.5,1,0.3333,60,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,management people,0.5861,0.5,,0.5,0,0.5,102,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,working together,0.5861,0.5,,0.5,2,0.25,84,False,job_employee__job_oriented; mit__collaboration,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,current employees,0.5859,0.5,,0.5,0,0.5,109,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,job and,0.5858,0.5,0.25,0.25,4,0.0833,780,False,process_results__results_oriented; job_employee__job_oriented; tight_loose__loose_control; mit__execution,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,working experience,0.5854,0.5,,0.5,2,0.25,201,False,job_employee__job_oriented; professional_parochial__professional,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees many,0.5854,0.5,,0.5,0,0.5,53,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,profession,0.5851,0.5,,0.5,2,0.25,61,False,professional_parochial__professional; tight_loose__loose_control,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,not employee,0.5848,0.5,0.25,0.25,0,0.25,112,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,management supportive,0.5846,0.5,,0.5,0,0.5,75,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employee not,0.5842,0.5,0.25,0.25,0,0.25,57,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,supportive environment,0.5838,0.5,,0.5,1,0.3333,301,False,mit__respect,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,work career,0.5838,0.5,,0.5,2,0.25,69,False,job_employee__job_oriented; professional_parochial__professional,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,great employees,0.5835,0.5,,0.5,0,0.5,141,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees benefits,0.583,0.5,,0.5,0,0.5,63,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,hardworking people,0.5828,0.5,,0.5,0,0.5,94,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,between employees,0.5826,0.5,,0.5,0,0.5,81,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,focus employee,0.5824,0.5,,0.5,1,0.3333,98,False,job_employee__job_oriented,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,doing work,0.5823,0.5,,0.5,2,0.25,57,False,job_employee__job_oriented; mit__execution,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,company doing,0.5823,0.5,,0.5,3,0.2,61,False,professional_parochial__parochial; mit__customer_orientation; mit__execution,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,workplace culture,0.5817,0.5,,0.5,0,0.5,115,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,coworkers,0.5817,0.5,,0.5,0,0.5,2584,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,make work,0.5816,0.5,,0.5,2,0.25,101,False,job_employee__job_oriented; mit__execution,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,level employee,0.5815,0.5,,0.5,0,0.5,55,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,benefits employees,0.5807,0.5,,0.5,0,0.5,64,False,,
job_employee__employee_oriented,hofstede,job_employee,employee_oriented,employees but,0.5798,0.5,0.25,0.25,0,0.25,134,False,,Generic stopword/duplicated-token bigram — weight reduced to 0.25
